"","orig.ident","nCount_WF","nFeature_WF","cType","area.cType$X3"
"287","SeuratProject",1.81781334472088,36,"SST","HIP_SST"
"288","SeuratProject",1.9237066701124,35,"SST","VIS_SST"
"289","SeuratProject",1.94889096965417,35,"SST","VIS_SST"
"290","SeuratProject",1.28579110426447,37,"SST","VIS_SST"
"291","SeuratProject",1.469154411884,36,"SST","HIP_SST"
"292","SeuratProject",1.73455535978194,38,"SST","VIS_SST"
"293","SeuratProject",1.78186506245615,36,"SST","VIS_SST"
"294","SeuratProject",1.92224383817312,36,"SST","VIS_SST"
"295","SeuratProject",1.56093909106397,37,"PV","HIP_PV"
"296","SeuratProject",1.76207826597779,36,"PV","HIP_PV"
"297","SeuratProject",1.57851066356131,35,"PV","HIP_PV"
"298","SeuratProject",1.56463441973952,36,"PV","HIP_PV"
"299","SeuratProject",1.48975850556722,35,"PV","HIP_PV"
"300","SeuratProject",1.34701849887344,35,"PV","HIP_PV"
"301","SeuratProject",1.45832735285777,35,"PV","HIP_PV"
"302","SeuratProject",1.6385275543836,33,"PV","HIP_PV"
"303","SeuratProject",1.74858359290512,35,"PV","VIS_PV"
"304","SeuratProject",1.31385040705517,35,"PV","VIS_PV"
"305","SeuratProject",0.906987419715675,34,"PV","VIS_PV"
