0,1,2,3,4,5,6,7,8,9,label,label_name
-0.46800533,1.5498229,-0.9956315,0.3547568,1.1664553,-0.14554368,-1.2380719,-0.8819501,1.1515292,-0.49336264,0,PV
-0.6320082,1.6151962,-0.6160302,-0.33092508,1.0931747,-0.48250985,-1.0459757,-0.6997889,1.5208583,-0.42199117,0,PV
-0.54219323,1.2683489,-1.2298841,0.7736132,1.0778607,0.10552408,-1.2131557,-0.9560882,1.1232146,-0.40723887,0,PV
-0.6182557,1.6601366,-0.8950417,0.19000778,0.97481394,-0.29930228,-1.2098719,-0.8327869,1.3203139,-0.29001313,0,PV
-0.5431966,1.2661002,-1.2282873,0.78088933,1.0789156,0.09940343,-1.2097224,-0.9567734,1.1233807,-0.4107086,0,PV
-0.53567415,1.2739512,-1.2411832,0.7619078,1.0711627,0.13101624,-1.2131382,-0.9560731,1.1182383,-0.41020745,0,PV
1.6986445,0.21612471,0.47988477,0.8420598,0.22361623,0.6130822,-1.2395831,-0.77164,-1.5024551,-0.55973387,0,PV
-0.5442888,1.2670327,-1.2253349,0.78031194,1.0804249,0.09332552,-1.2096372,-0.9561835,1.1250814,-0.41073215,0,PV
-0.5416622,1.2743182,-1.2299806,0.75749314,1.0771037,0.11287785,-1.2201356,-0.9542694,1.1242099,-0.39995548,0,PV
-0.57040596,1.5771548,-1.098208,0.5581187,1.0042083,-0.042319212,-1.2546595,-0.91451836,1.0684044,-0.3277733,0,PV
-0.4936402,1.4630964,-1.0725079,0.5246411,1.0798342,-0.08656848,-1.2406557,-0.9051546,1.1994234,-0.46846792,0,PV
-0.48624235,1.4746867,-1.05412,0.50638163,1.085822,-0.10064024,-1.238767,-0.9032063,1.2022656,-0.48617956,0,PV
-0.53980625,1.2733696,-1.2329931,0.7615074,1.0751132,0.11879785,-1.2177634,-0.9555486,1.1214511,-0.4041278,0,PV
-0.55187124,1.4290202,-1.1665242,0.68590134,1.0432823,0.0028064034,-1.21321,-0.9402005,1.1054591,-0.39466286,0,PV
-0.54138863,1.4285429,-1.1785246,0.6577751,1.0446578,-0.0020642213,-1.2041484,-0.9294665,1.1293955,-0.40477875,0,PV
-0.45044807,1.6401856,-0.961437,0.334168,1.2855136,-0.12718612,-1.2033882,-0.8884829,0.92572033,-0.554647,0,PV
-0.5547319,1.5318211,-1.1235411,0.62534225,1.0153785,-0.05088152,-1.2154517,-0.9277008,1.0833781,-0.3836115,0,PV
-0.5202749,1.5813451,-1.103539,0.5311799,1.0016074,-0.090349644,-1.207188,-0.90205765,1.1275493,-0.4182728,0,PV
0.15508738,1.6451992,-0.6736279,0.38059354,1.2520453,0.0017053835,-1.6066867,-0.9723976,0.43794277,-0.6198619,0,PV
-0.49341676,1.639943,-1.0415511,0.4441053,0.9975867,-0.14456466,-1.2143286,-0.8869228,1.1443576,-0.44520873,0,PV
-0.3731731,1.641796,-0.72672,-0.22225516,1.0725605,-0.5177835,-0.85404336,-0.797094,1.507028,-0.73031545,0,PV
-0.5432495,1.2662544,-1.2273763,0.7803626,1.0791293,0.09861745,-1.2104836,-0.9568241,1.1237401,-0.4101711,0,PV
-0.5214958,1.5309775,-1.1168618,0.56263286,1.0214489,-0.06938744,-1.211006,-0.9097421,1.1388233,-0.42538896,0,PV
1.2700032,1.0326273,0.02326089,0.6511154,0.8066324,0.37166178,-1.7817454,-0.95712894,-0.79080087,-0.62562984,0,PV
-0.55085814,1.4175558,-1.1722937,0.6906554,1.0463703,0.008660979,-1.2120333,-0.94068813,1.1089793,-0.39634955,0,PV
-0.5391968,1.2809888,-1.2291669,0.73978263,1.076838,0.11529266,-1.2255845,-0.9522539,1.1281034,-0.39480296,0,PV
-0.4379019,1.6599545,-0.9375172,0.27431116,1.2664175,-0.15404834,-1.2210721,-0.87952673,0.9611139,-0.5317329,0,PV
0.7843076,1.4480413,-0.31461707,0.47594288,1.0776631,0.16879562,-1.8119769,-1.0203998,-0.15693222,-0.6508299,0,PV
-0.5484621,1.3187456,-1.2059804,0.7461574,1.068969,0.075802185,-1.2214572,-0.95322293,1.1150795,-0.3956313,0,PV
-0.5629303,1.5506237,-1.1125466,0.5628206,1.0125787,-0.028087618,-1.2558607,-0.9159955,1.0821632,-0.33276546,0,PV
-0.5070957,1.6131222,-1.0719832,0.48886722,0.9977283,-0.1185417,-1.2111175,-0.8943792,1.1355788,-0.43217903,0,PV
0.91756576,1.3543979,-0.23286928,0.52993387,1.0221808,0.22779603,-1.8259137,-1.013085,-0.3297224,-0.6502749,0,PV
-0.5350218,1.2794518,-1.2372414,0.7464155,1.0727617,0.12677224,-1.2188779,-0.95442444,1.1236445,-0.40348163,0,PV
0.41463923,1.5817442,-0.54180574,0.4389053,1.2020116,0.07095679,-1.7113552,-1.0048167,0.19338824,-0.6436685,0,PV
-0.53875786,1.2749354,-1.2344729,0.7575778,1.0743399,0.12172096,-1.2182885,-0.9549184,1.1217065,-0.40384302,0,PV
-0.49718642,1.5975418,-1.0541042,0.47376004,1.01502,-0.12824744,-1.2200186,-0.89293426,1.1541008,-0.44793156,0,PV
-0.4852784,1.5843987,-1.004184,0.35809383,1.2249845,-0.12344213,-1.2118218,-0.8805228,1.0477664,-0.5099967,0,PV
-0.54387677,1.3335088,-1.2070781,0.6990878,1.0678403,0.08626029,-1.2364225,-0.9457321,1.1251211,-0.378709,0,PV
-0.5410557,1.2676065,-1.2333972,0.77636486,1.0759495,0.11214918,-1.2112066,-0.95664483,1.1205481,-0.4103139,0,PV
0.037272513,1.6369684,-0.72083765,0.4258484,1.2784064,-0.027267858,-1.5427072,-0.9711681,0.51315373,-0.6296705,0,PV
1.1442806,1.1723901,-0.078286655,0.6013023,0.881413,0.3392934,-1.8163127,-0.9768767,-0.6229176,-0.64429444,0,PV
-0.5322019,1.4651577,-1.1495234,0.61467534,1.0386386,-0.03308395,-1.2133093,-0.9183258,1.1419857,-0.41401276,0,PV
-0.5363744,1.4420633,-1.1728792,0.64366424,1.0421312,-0.009075817,-1.2020537,-0.9277783,1.1320201,-0.4117184,0,PV
-0.55465204,1.3647879,-1.1893958,0.71715975,1.0588685,0.056796357,-1.22827,-0.94766283,1.1057264,-0.38335854,0,PV
-0.54421717,1.2911903,-1.2140605,0.7691661,1.0769544,0.07283309,-1.2076275,-0.95432204,1.1247028,-0.4146194,0,PV
