0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label,label_name
-0.27024052,1.6862192,-0.8562192,0.24770604,1.2625549,-0.1312618,-1.3557856,-0.898767,0.85864353,-0.5428497,1.1752578,2.184944,-0.81333625,0.35499206,-0.24600956,-0.028669879,-0.49136546,-0.37716025,-0.697953,-1.0606992,0,PV
-0.53990865,1.2797383,-1.2285804,0.74309176,1.0768656,0.11502488,-1.2253236,-0.9529639,1.127209,-0.39515293,0.1327385,1.8817778,-0.4455853,1.1681191,-1.371864,-0.9833417,0.09962027,0.59926915,-0.34513462,-0.7356001,0,PV
-0.6012065,1.6841984,-0.9354169,0.27314356,0.9187435,-0.24296777,-1.2231975,-0.85395026,1.2786819,-0.29802856,1.1906555,2.175325,-0.87137717,0.32034317,-0.21855733,0.009845058,-0.48445767,-0.3911681,-0.6990142,-1.0315939,0,PV
-0.5257715,1.5576131,-1.1208677,0.5549101,1.007526,-0.073229484,-1.2047137,-0.90737045,1.1255639,-0.41365921,1.168823,2.1848397,-0.7964839,0.37876973,-0.2667639,-0.04789512,-0.4883211,-0.36272645,-0.6952383,-1.0750045,0,PV
-0.55450046,1.4085231,-1.1723716,0.7023258,1.0495063,0.017747616,-1.2175599,-0.94371706,1.1013341,-0.39128792,1.1925396,2.1755128,-0.8773656,0.30897155,-0.20814756,0.020080198,-0.48874235,-0.3992334,-0.7000211,-1.0235941,0,PV
-0.5585646,1.5657355,-1.1050334,0.6083779,1.0056708,-0.06885659,-1.2187791,-0.9228931,1.0720614,-0.37771899,1.1886227,2.177494,-0.8640876,0.32179922,-0.22034028,0.0065735793,-0.4857696,-0.39121997,-0.6990454,-1.0340267,0,PV
-0.6221504,1.6535422,-0.8538499,0.12342386,0.9962191,-0.33265224,-1.1980568,-0.82221454,1.3532952,-0.29755607,-1.0203056,-0.4892589,0.48580596,1.1341876,-1.4668676,-1.341613,0.80736333,1.1407584,0.4498784,0.30005127,0,PV
-0.53674114,1.2800105,-1.233243,0.74397874,1.0744339,0.12185247,-1.222155,-0.9538287,1.1254295,-0.39973664,0.5395031,2.203898,-0.56170505,0.95261884,-0.94153124,-0.6876291,-0.18774496,0.17304716,-0.5289693,-0.96148765,0,PV
-0.5596445,1.4592533,-1.1535488,0.6327321,1.0370202,0.020440172,-1.2470188,-0.93208534,1.096261,-0.35340956,1.0931422,2.1880827,-0.75670886,0.5661952,-0.4616703,-0.23441547,-0.39466757,-0.23784815,-0.6675009,-1.0946085,0,PV
1.7202382,0.10485697,0.5251543,0.8311351,0.14483005,0.6517108,-1.15775,-0.7136312,-1.5772465,-0.5292907,1.1815637,2.1785686,-0.84217834,0.35104787,-0.2490157,-0.019848373,-0.47769505,-0.37138247,-0.69717324,-1.0538867,0,PV
-0.5483583,1.3431373,-1.2019932,0.7010934,1.0651227,0.07923218,-1.2371594,-0.94421494,1.1198908,-0.3767499,1.0103731,2.151241,-0.72157216,0.75809634,-0.60681164,-0.36507443,-0.36677995,-0.12828176,-0.63653576,-1.0946553,0,PV
-0.5515053,1.3655195,-1.1929296,0.69123626,1.0597782,0.06809479,-1.2382239,-0.94350266,1.1138046,-0.37227187,1.1576246,2.1879559,-0.7857876,0.40634346,-0.29565024,-0.081975594,-0.46711662,-0.34247157,-0.69161934,-1.0873027,0,PV
-0.5595452,1.4478856,-1.1539835,0.6794069,1.0392212,0.0050779833,-1.2264051,-0.9411196,1.0881522,-0.3786913,1.1902997,2.176163,-0.870793,0.3180597,-0.21654995,0.01122918,-0.4857511,-0.3930582,-0.69922346,-1.0303768,0,PV
-0.5469236,1.2984475,-1.2148523,0.76111907,1.0742614,0.07701753,-1.2127683,-0.9531305,1.1211679,-0.404338,-0.613247,0.5759886,0.09698725,1.4801905,-1.5410867,-1.3887509,0.49724582,1.2147512,-0.078954525,-0.24312444,0,PV
-0.5223023,1.5889156,-1.1069533,0.5302809,0.99693215,-0.09026276,-1.2040937,-0.9020124,1.1224796,-0.41298375,1.1553919,2.1870632,-0.7792771,0.41929778,-0.30596918,-0.09283047,-0.4662402,-0.3368375,-0.689802,-1.0907977,0,PV
-0.55613166,1.4216685,-1.1640861,0.69875646,1.046024,0.013386254,-1.220303,-0.9454857,1.0945207,-0.38834962,1.1806008,2.1793566,-0.83617103,0.35309345,-0.24941234,-0.022387654,-0.4804756,-0.37138906,-0.69723004,-1.0559856,0,PV
-0.52691615,1.4771826,-1.135258,0.59825456,1.0387435,-0.044201095,-1.216189,-0.91574836,1.1471566,-0.42302555,1.1879065,2.1783693,-0.8639825,0.31967452,-0.21830025,0.0068382258,-0.48551407,-0.3920611,-0.6987381,-1.0341927,0,PV
-0.46067828,1.5842501,-0.96535146,0.28632784,1.1775964,-0.1774339,-1.2417961,-0.8699254,1.147306,-0.480297,1.1970315,2.1724703,-0.8942152,0.29558823,-0.19582221,0.034045953,-0.48890865,-0.40681973,-0.7007436,-1.0126272,0,PV
1.5610868,0.63291746,0.29081598,0.70594615,0.5090544,0.52048475,-1.5881412,-0.84785044,-1.2211785,-0.56314176,1.1646303,2.1821702,-0.80269706,0.4031227,-0.29532436,-0.072817594,-0.46468624,-0.34077397,-0.6899708,-1.0836518,0,PV
-0.5326645,1.4571469,-1.1573248,0.62635916,1.040886,-0.024149263,-1.2067995,-0.9231133,1.1375767,-0.4179164,1.0168523,2.1702933,-0.7234704,0.7144136,-0.5793045,-0.33878714,-0.37624463,-0.14845301,-0.64133143,-1.0939685,0,PV
-0.5301522,1.566443,-1.1251973,0.5550011,1.0025675,-0.072693214,-1.2038641,-0.90426964,1.1176903,-0.40552506,0.61970115,2.2391899,-0.61118424,0.8890908,-0.8534659,-0.62171876,-0.2218571,0.092512846,-0.55244064,-0.97982824,0,PV
-0.5555436,1.38061,-1.1850611,0.70107484,1.0553929,0.05205612,-1.2319943,-0.94408906,1.1050823,-0.37752777,1.1983575,2.1713362,-0.9004952,0.29149777,-0.19197914,0.038342834,-0.48821262,-0.40896034,-0.700683,-1.0092043,0,PV
-0.5415406,1.4016287,-1.1851718,0.6763817,1.0523374,0.007877447,-1.2059964,-0.93143725,1.1333783,-0.40745732,1.0209116,2.1621428,-0.71404326,0.72318304,-0.58031094,-0.32743114,-0.3895131,-0.14852868,-0.64158136,-1.1048293,0,PV
-0.49886197,1.6002932,-1.0139627,0.39289087,1.2679019,-0.10145926,-1.1797745,-0.8890425,0.9588492,-0.5368335,0.99773824,2.158356,-0.69464386,0.7561028,-0.62550265,-0.37228236,-0.35983908,-0.12233754,-0.63654214,-1.1010505,0,PV
1.6932319,0.12921144,0.49836046,0.8064599,0.15870464,0.6955123,-1.1924771,-0.6732565,-1.6033752,-0.5123636,-1.0718249,-1.0418966,0.58523625,0.98922646,-1.2475709,-1.2280463,0.8331572,0.981642,0.6330325,0.567045,0,PV
-0.5201502,1.483169,-1.1158266,0.57757646,1.0440035,-0.059366617,-1.2246318,-0.9104375,1.1583225,-0.43265784,1.0116516,2.1557581,-0.7207543,0.7475866,-0.61301535,-0.37833652,-0.35207635,-0.12505126,-0.6356765,-1.0900863,0,PV
-0.49201414,1.5101013,-1.0557569,0.495606,1.0648353,-0.1078985,-1.2357819,-0.8986221,1.1898891,-0.4703586,1.0249118,2.1565187,-0.7344704,0.7303757,-0.5791384,-0.33904356,-0.37587428,-0.1470635,-0.6383206,-1.0978948,0,PV
-0.54368436,1.2698314,-1.2228943,0.779799,1.0814226,0.085793994,-1.2061076,-0.955753,1.127224,-0.41563195,0.99917567,2.1527972,-0.70555115,0.76356196,-0.6334354,-0.39072517,-0.3467018,-0.11051757,-0.63416255,-1.0944401,0,PV
-0.53732854,1.2685915,-1.2416177,0.7754007,1.0713993,0.12841304,-1.2091177,-0.95690274,1.115847,-0.41468513,1.0245954,2.176041,-0.73119915,0.68595153,-0.5821913,-0.3328979,-0.35288933,-0.1475427,-0.6460691,-1.0937985,0,PV
-0.51241356,1.5175096,-1.1028376,0.55510116,1.0361141,-0.07477541,-1.2158688,-0.90984696,1.1519412,-0.44492453,1.0078535,2.153146,-0.71578014,0.75456697,-0.60783076,-0.3600859,-0.37112454,-0.124511644,-0.636955,-1.0992787,0,PV
-0.5421444,1.2694409,-1.2264818,0.77098095,1.0784565,0.103834055,-1.215861,-0.9568935,1.124146,-0.40547836,1.154917,2.1884627,-0.7808139,0.41122806,-0.29671332,-0.0835041,-0.47158778,-0.3417099,-0.69120204,-1.0890759,0,PV
-0.38539737,1.6373906,-0.9340189,0.36430103,1.2948282,-0.10348243,-1.2629665,-0.8975137,0.86324495,-0.57638425,1.0215387,2.1612394,-0.7310805,0.7268284,-0.58530605,-0.3394975,-0.37656754,-0.14467426,-0.64104724,-1.0914338,0,PV
-0.5686318,1.5435327,-1.1116028,0.59877956,1.0134728,-0.030281805,-1.2453,-0.9247629,1.07067,-0.34587473,1.1956319,2.1733189,-0.8905578,0.29925662,-0.19892107,0.030105177,-0.48829582,-0.40464088,-0.70029736,-1.0155996,0,PV
-0.553564,1.4927225,-1.1450468,0.6424731,1.0267441,-0.029276403,-1.2139652,-0.928435,1.0957268,-0.38737908,0.9908847,2.1583848,-0.69776523,0.76051867,-0.6268526,-0.3693356,-0.3626605,-0.11435766,-0.63642436,-1.1023924,0,PV
-0.5843731,1.6568727,-1.0364841,0.4629088,0.94273424,-0.115846045,-1.2485378,-0.89424354,1.126221,-0.30925277,-0.47356418,0.835254,-0.0229488,1.4886826,-1.5061214,-1.364483,0.45323706,1.1598709,-0.189996,-0.37993124,0,PV
-0.33224994,1.6679813,-0.89758813,0.28900322,1.2740397,-0.11660401,-1.315899,-0.8912345,0.86964715,-0.5470949,0.5807026,2.1915796,-0.5676779,0.95495886,-0.92427,-0.67800415,-0.19832522,0.15618311,-0.5339323,-0.9812158,0,PV
-0.558182,1.4016768,-1.1753006,0.70097333,1.0500536,0.033624128,-1.2278391,-0.9438718,1.0978197,-0.37895414,-1.0184703,-0.48942956,0.49951416,1.1496615,-1.4645288,-1.3353074,0.800192,1.1494389,0.42944244,0.2794867,0,PV
-0.5530494,1.3986883,-1.1800982,0.6665339,1.0524284,0.05157019,-1.2426913,-0.93806523,1.110284,-0.36560073,1.0089315,2.155824,-0.7171325,0.75023746,-0.60466975,-0.35955986,-0.36965036,-0.12895936,-0.6394598,-1.0955617,0,PV
1.6253785,0.5138356,0.3621235,0.7072936,0.40537116,0.57512647,-1.4908864,-0.8063411,-1.336496,-0.55540425,1.1885319,2.180092,-0.85048336,0.31536996,-0.21504006,0.014648314,-0.50090754,-0.39889696,-0.7036591,-1.0296551,0,PV
-0.5610114,1.5909597,-1.0907823,0.59577507,0.9975983,-0.08454435,-1.2205015,-0.9185977,1.0648403,-0.37373522,0.933712,2.1909735,-0.68913805,0.7536231,-0.6597383,-0.3998602,-0.33352923,-0.07960191,-0.6355625,-1.0808779,0,PV
-0.31815696,1.668704,-0.89119065,0.2924835,1.2754464,-0.11186605,-1.3284912,-0.8928315,0.85521054,-0.5493056,-1.0384973,0.094074056,0.32428655,1.3385677,-1.4862924,-1.3306128,0.61054784,1.2799363,0.14592622,0.06206351,0,PV
1.7064594,0.03913088,0.53247154,0.81894267,0.0973997,0.71104366,-1.1091418,-0.6456563,-1.6486877,-0.5019596,0.9915466,2.1602216,-0.68863684,0.7506069,-0.611803,-0.34538686,-0.3807792,-0.11876171,-0.6372365,-1.1197697,0,PV
1.6645886,0.3234974,0.4265508,0.7671423,0.28781563,0.64168763,-1.3543019,-0.7417182,-1.4790803,-0.5361746,0.9906484,2.162178,-0.6872178,0.74908674,-0.61332846,-0.34667817,-0.3793136,-0.11930327,-0.63945764,-1.1166139,0,PV
