0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,0,0,0,0,0,0,0,0,0,0,4.317360538461206e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484296146767203e-05,0,0,0,0,1.7811342262752922e-05,0,0,0,0,0,0,0,0,0,2.2867073700578538e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3196544276457885e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028506143242433325,0.008402954,0.001267053,0.00092085,0.001119599,0.00112093,0.00115111,0.001070472,0.000918927,0.001027964,0.000871122,0.001005945,0.000991713,0.001167628,0.001108774,0.000932013,0.000964944,0.001049879,0.001065386,0.001243078,0.001281868,0.001277169,0.001316452,0.001513297,0.001107933,0.001583935,0.001599137,0.001739864,0.001159808,0.001706368,0.001700471,0.001513916,0.001956326,0.001512004,0.001736626,0.001664748,0.001484992,0.001755926,0.001878933,0.001638643,0.001697793,0.001772485,0.001832487,0.001519985,0.001778578,0.001788382,0.001847923,0.001968504,0.001833113,0.00203517,0.001681629,0.001814096,0.001802238,0.002484933,0.002080098,0.002072695,0.001963984,0.002025124,0.002023499,0.00214683,0.001909503,0.001962984,0.002190314,0.002645892,0.002216046,0.002425283,0.002585675,0.002107523,0.002143493,0.002510426,0.002108904,0.002591793,0.001947337,0.002194426,0.002518892,0.003153011,0.003248741,0.002568982,0.002603288,0.002521648,0.00301099,0.002835636,0.002170183,0.002585752,0.003267449,0.00289291,0.002990861,0.003004024,0.003939256,0.00322832,0.003038065,0.003263901,0.002754337,0.003401992,0.003702774,0.004247461,0.004120966,0.004313953,0.003329223
0.007304465,0.010630826976631553,0.021590089383722755,0.025641872,0.031093663638553877,0.037317163,0.038663769754351256,0.038175837,0.0369009,0.035244490294915616,0.033690156,0.031551271,0.029466724822662473,0.027871797296019664,0.026600174905259653,0.025384938,0.023947643265825085,0.023625373514483974,0.022836307810401076,0.021378288,0.020588656545402463,0.020852684376741593,0.019511125,0.01783706,0.013946523776909338,0.017701164330903397,0.017147371,0.016460168,0.016326531,0.015084294587400177,0.015636937181161742,0.015889652,0.014104055411621635,0.013537383243602244,0.013937540818144037,0.013520241466222735,0.012448657187993682,0.013289951625953278,0.012638482673047948,0.012521373610715304,0.012647603,0.012128574842667092,0.012648142615277363,0.013358737770546553,0.011835229019366738,0.011907456875084892,0.012342299180982366,0.013107355483003649,0.013296182,0.011387802702888111,0.012237083796859234,0.012157149432756613,0.012534969,0.013424352346405415,0.013564585591656169,0.012255932712526283,0.013536379,0.014080941682751638,0.014490861618798955,0.014214617961812444,0.014525863538718587,0.015563656758272574,0.015958002,0.015728355137439365,0.016939603365384616,0.016902354389761575,0.016363075023155295,0.017098775,0.020059856,0.017492003077296838,0.018052216,0.018876889848812094,0.018711370756074847,0.020452052,0.018998420356060284,0.020404486284401602,0.01930411,0.021788772597526165,0.02395989,0.02112475,0.023184623877151603,0.022169519,0.023569193499545775,0.023905013192612137,0.026086025,0.02466863,0.025200775408474107,0.024202233180298134,0.025919159625485272,0.026995435823221642,0.023649252397688687,0.024924337,0.026254102,0.027772623,0.025856658717208485,0.027085257,0.026437583211817665,0.027171463524563774,0.026448828606658446
0.032439317,0.009032571,0.001241963,0.001178292,0.001346353,0.001747843,0.00184001,0.001838349,0.001743156,0.001971489,0.001774659,0.001886687,0.001799775,0.001876714,0.002280015,0.00209565,0.002111525,0.002031422,0.002216796,0.002300027,0.002227156,0.002670444,0.002519137,0.002695819,0.002054712,0.002639891,0.002947806,0.002889229,0.002709936,0.003037335,0.003314686,0.003170167,0.003291387,0.003292495,0.00371074,0.003547313,0.00342812,0.003511853,0.003704688,0.004150043,0.003548196,0.003843703,0.004262524,0.00423883,0.004457424,0.004233259,0.004243378,0.004537162,0.004008408,0.004207542,0.005174243,0.004386321,0.004545944,0.005655365,0.004394574,0.005226795,0.005499154,0.005347594,0.004373368,0.006375435,0.005864903,0.005257992,0.005771303,0.00584301,0.006310096,0.006193799,0.005711639,0.006044218,0.005985602,0.006357047,0.005440972,0.006306695,0.005969012,0.006363836,0.005720873,0.006936624,0.007344979,0.006517602,0.006652847,0.007041583,0.007075827,0.007321097,0.006611487,0.007598945,0.007284804,0.006627393,0.007366381,0.006744885,0.008392327,0.008349104,0.008041937,0.008308112,0.008790436,0.007669945,0.009100038,0.007633118,0.009636721,0.009207392,0.008261406
0.001198681,0.009371595,0.007200878,0.003119007,0.002346906,0.002204304,0.00254363,0.00246957,0.002869018,0.002874629,0.00318061,0.003406397,0.003631689,0.003767609,0.004008246,0.004224389,0.004688493,0.004640587,0.004731371,0.004792831,0.004883987,0.005302186,0.005314567,0.005193173,0.004290722,0.005752184,0.005876346,0.006347867,0.006847329,0.006882352,0.006370604,0.007064943,0.006595992,0.007602414,0.007584753,0.007187976,0.007630332,0.007126995,0.007125764,0.007605443,0.007306232,0.008006054,0.008047007,0.00751429,0.008124369,0.008715534,0.008418315,0.007609948,0.007210246,0.007043059,0.00809769,0.009043403,0.008311814,0.008454486,0.008525474,0.008651247,0.008671743,0.009018131,0.009138381,0.009790847,0.009786204,0.009359226,0.00893509,0.008893135,0.010742188,0.009104138,0.00930071,0.010338794,0.009261506,0.011337409401951654,0.010249272428191826,0.011101511879049676,0.010287020574041149,0.010313802940531051,0.010075566750629723,0.010134678618080267,0.010452469513630585,0.011084681255946718,0.011811213,0.011846988295746503,0.010939931,0.012012786141472468,0.011961239527606743,0.014036939313984169,0.011195029192779473,0.010993057016621082,0.014068125173082249,0.011676018817661395,0.013073761132678694,0.013581208950239341,0.013581938404717936,0.014123790872945225,0.013127051101734646,0.015278036,0.014560060248525167,0.013481071,0.014835478349077537,0.013521344407958278,0.013316892725030826
0.008016182,0.005714978,0.006874706,0.004993712,0.005660351,0.006627357,0.007563179,0.008449898,0.00918226,0.009567411,0.010526401089105701,0.011441005426922196,0.011170542,0.011884277205256689,0.012274601257652106,0.012711770934439249,0.013617064753428389,0.014275863,0.013955889067556033,0.01417907,0.014451447,0.015055111771626726,0.015001056,0.015587788,0.011502356875226622,0.017182448892635167,0.016627169913107143,0.017282649,0.017374818779971005,0.016779286965622368,0.017374375,0.017843510215700735,0.018664411,0.018850594203512937,0.019859882443745175,0.020023649,0.018925750394944707,0.019418478541548313,0.020632810422759905,0.020322741521801083,0.020449819728734667,0.021110491515972277,0.020137437,0.021365417139431825,0.022879978920556848,0.021279486,0.023019186457691694,0.021773574034952947,0.022192892,0.020809037,0.021421364447778958,0.022527279127067933,0.023240800516462233,0.023049898603296107,0.022734597,0.022349054,0.023265651438240272,0.022624434,0.023433420365535248,0.023192271,0.023016333071913253,0.024537296690970274,0.025379828251573203,0.023408790239600175,0.023174579326923076,0.022760344763255103,0.023656992899042915,0.023142993478606648,0.024751274,0.024011013,0.025306846,0.024751619870410368,0.022225044,0.023260917,0.022968876745079622,0.025719562,0.022176185319459484,0.023358706,0.023863472014655548,0.024122180987724808,0.022482059517237918,0.024489585481542585,0.021550419,0.022216358839050133,0.024693342,0.023721859877971808,0.022708391027416227,0.020291334,0.022722082667275635,0.022598241,0.021206886281050812,0.020354875081597532,0.021097046,0.021030494,0.019518012,0.021606648199445983,0.021429024,0.021247827,0.021948212
0.000262212,0.000217944,0,3.3005369973694722e-06,0.00014739,0.000820475,0.001321863,0.000728832,0.000227978,8.076862359251496e-05,2.4310395124955432e-05,3.0221523769228446e-05,0.000105599,8.509029025243453e-05,0.00015096,8.823788934968675e-05,5.6761420397784036e-05,1.8636897329332613e-05,1.323460319350975e-05,3.98848656877148e-05,2.864508736751647e-05,3.8702086816521145e-05,2.4378748232540755e-05,2.480815030431331e-05,2.6858976941568295e-05,9.262775683361276e-06,9.633354526713292e-06,1.0544630147097591e-05,1.1152001784320285e-05,1.1375787773303301e-05,1.2322251521798062e-05,1.2939456284046944e-05,2.643684238354571e-05,2.8261760425056876e-05,0,1.5558390640072193e-05,3.15955766192733e-05,1.721496324605347e-05,0,1.7811342262752922e-05,1.9076324373819653e-05,0,1.9918334827208444e-05,2.1408233606645115e-05,2.1957753282684117e-05,0,0,0,0,0,0,0,0,2.8562451800862586e-05,0,0,3.021513173797438e-05,3.164256557921716e-05,0,3.2527729889730993e-05,0,0,0,0,0,0,0,0,4.044325810887325e-05,0,0,0,0,0,0,0,0,0,0,4.7578266247977927e-05,0.000100366,5.1557022066405446e-05,0,0,5.3564732979806093e-05,0.000105197,0,0,0.000114181,5.566069241901369e-05,5.95699052838506e-05,0,5.860290670417253e-05,0,0.000125518,0.000123115,0,0,0
0.052854360203775846,0.3535536989950357,0.22574878469499765,0.11719216716559784,0.1009141026912884,0.098930783,0.095553946,0.090202739,0.083373376,0.079443284,0.073688859,0.066828424,0.061642295,0.056741042,0.053783367342689375,0.050185299567634345,0.047299291617473434,0.044753403,0.043383029,0.040410016,0.037245775,0.037440399,0.035942401,0.034260056,0.024797550461302928,0.030168860400707678,0.031539603,0.030189276111140403,0.028928292628526822,0.029292654,0.028254923,0.028440924912335182,0.027996616084174905,0.02697585,0.027548536483999287,0.027289417182686623,0.028262243,0.026562688288660503,0.026783656828857572,0.027928185,0.029415692184429906,0.028519079,0.028801912,0.027616621352572198,0.027161740810680252,0.029496989,0.026783473638582803,0.027799116573842902,0.027961089113750795,0.025405318881342755,0.026388637,0.025261960848022093,0.027302560791908757,0.026791579789209107,0.028388949,0.026945028537098226,0.02761663,0.025250767332215297,0.026077023498694517,0.026965488078586994,0.026426160193678182,0.024221817162086372,0.025692730243715885,0.023776275,0.024526743,0.022611096600873102,0.022615005,0.021592174,0.022082018927444796,0.021703040855164595,0.021468641,0.022634989,0.021505376344086023,0.019354839,0.019169192673867567,0.020854916445205172,0.019398277,0.018934348239771647,0.018656896302367065,0.019126463031687125,0.019220154,0.016137347906784904,0.015847380639951548,0.016675461741424803,0.016176549,0.015095729013254787,0.015563555801716976,0.016097035651533188,0.016955926,0.01447178,0.015666885089652707,0.013708385259035073,0.013127051101734646,0.014473928372610873,0.012237981674406928,0.012803939673745768,0.014772078868953275,0.011267787006631898,0.012762022194821209
0.009664369,0.021673326,0.007251058,0.004227988,0.005478947,0.006855588,0.007042088,0.007008502,0.007263736,0.007092954,0.007289067,0.00688619,0.007621496,0.007218493,0.007662516,0.007577429,0.007668468,0.007516882,0.008066491,0.008216282,0.008256946,0.008514459,0.008500057,0.008707661,0.006452869,0.008012301,0.00901682,0.008414615,0.009367681,0.009362273,0.009352589,0.009148196,0.00979485,0.0097927,0.010211957489758356,0.009552852,0.009494471,0.009950249,0.010529115,0.010277144485608436,0.010835352244329563,0.011112881382936349,0.010875411,0.010318768598402946,0.010429932809274955,0.01036809,0.01022061,0.011186863837142309,0.011340861318863958,0.010907594155175962,0.010141515535663467,0.011615628299894404,0.010356143748655046,0.011053669,0.011953241730876278,0.010844097326524482,0.012025622431713802,0.011707749,0.012075718015665796,0.013271313795010247,0.011900296654959593,0.011532529444756029,0.011646907485310989,0.012494487726003234,0.012582632211538462,0.012312973396515055,0.011809200370484718,0.012446317798632098,0.012456523497532962,0.01247115,0.013412628115905352,0.013650107991360691,0.013589027178054356,0.013824884792626729,0.011697903769798916,0.014684023242196297,0.013559960450115354,0.013035204567078972,0.014993009690015909,0.014130745075649443,0.012746524815576855,0.013817281913796659,0.014787524,0.014406332453825858,0.015748031496062992,0.015989901,0.016228191636665744,0.014736722779572635,0.015471568851335922,0.015139708337971724,0.014952046,0.017981128716396653,0.017463666197843414,0.015587307478196326,0.016003514497301367,0.015820252,0.018195650795663477,0.015839289,0.015598027
3.7458795325142346e-05,0,0,8.25134249342368e-05,0.000368476,0.000314901,0.000114817,9.435773294158605e-05,4.5595636848289286e-05,4.405561286864452e-05,2.8362127645781335e-05,1.295208161538362e-05,1.836505130736209e-05,1.8908953389429895e-05,1.0411027360179903e-05,2.2059472337421688e-05,1.1352284079556807e-05,6.212299109777538e-06,6.617301596754875e-06,6.647477614619133e-06,0,0,8.126249410846918e-06,0,6.714744235392074e-06,0,9.633354526713292e-06,0,0,1.1375787773303301e-05,0,0,0,0,1.484296146767203e-05,0,1.579778830963665e-05,0,0,0,0,3.9831116067872224e-05,1.9918334827208444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.164256557921716e-05,0,3.2527729889730993e-05,0,0,3.47668880158537e-05,0,3.7560096153846156e-05,0,0,3.976459360585335e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538631957906397e-05,5.667970299835629e-05,0,0,0,0.000118687,0,6.185439475474733e-05,6.2758880381574e-05,0,0,0,0
