0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.166571301,0.161783909,0.158291929,0.165481946,0.169237679,0.175684516,0.189901078,0.204043459,0.21480101,0.218036106,0.211526077,0.197423534,0.182943219,0.165119285,0.15443042,0.139305834,0.104111292,0.052712425,-0.024788373,-0.08188403,-0.086935175,-0.045084991,0.014311636,0.064682965,0.107002959,0.133853565,0.153911156,0.173946769,0.185046374,0.200103649,0.210163353,0.216887681,0.224599709,0.224792029,0.225426685,0.236732348,0.237823076,0.240523797,0.244213592,0.249719436,0.25992338,0.263022478,0.257979575,0.245264483,0.230223693,0.226172611,0.218920777,0.22077117,0.221927836,0.219168046,0.218661146,0.216633544,0.214934261,0.214987835,0.211734882,0.209994387,0.203796191,0.201313891,0.201296032,0.198510141,0.199066495,0.19111132,0.180300194,0.176341152,0.171696626,0.168260968,0.167304864,0.170631998,0.178684707,0.183571006,0.176989544,0.174459164,0.173509928,0.173423384,0.176108994,0.172732406,0.174952327,0.172910989,0.166861154,0.169717105,0.168755505
0.166571301,0.164753603,0.163348569,0.16361452,0.165333585,0.167354317,0.167679613,0.169405821,0.171522164,0.173506082,0.173238757,0.171063069,0.170912236,0.170447371,0.170921852,0.172940112,0.176207627,0.179614436,0.180745003,0.176754365,0.165131374,0.150007337,0.138038995,0.133775263,0.139060214,0.152801471,0.171864219,0.189255433,0.204944616,0.218107264,0.229506889,0.237296944,0.240633145,0.242365123,0.239913319,0.238389596,0.237898081,0.23720518,0.236809825,0.235190766,0.233231851,0.230670699,0.229470348,0.228671946,0.227627923,0.226305587,0.227944152,0.228638427,0.228579907,0.228684859,0.227021566,0.228189772,0.225544275,0.223586733,0.224611523,0.222340225,0.221672051,0.220896452,0.219860947,0.21866719,0.216882461,0.214938107,0.212308819,0.212265685,0.210882355,0.210647725,0.210503485,0.209223733,0.207222782,0.207252729,0.20595979,0.204025052,0.202682934,0.200531423,0.199493995,0.198163691,0.196133891,0.193916443,0.190601123,0.188428732,0.187008587
0.166571301,0.168247781,0.168836005,0.168931615,0.168287344,0.169155531,0.166697408,0.166211388,0.164862676,0.165516289,0.163760133,0.163912341,0.161507518,0.160187104,0.156729467,0.150030965,0.137080418,0.108277216,0.050202376,-0.001156654,-0.004236245,0.042229617,0.09913158,0.141404319,0.171326273,0.194694514,0.216489304,0.236251823,0.250016158,0.255084337,0.254320552,0.250435415,0.244804288,0.239261354,0.232898588,0.226235527,0.222523479,0.217868238,0.213990245,0.210419139,0.206901883,0.203843996,0.200822376,0.197767786,0.196003938,0.192990011,0.191333037,0.187896281,0.186910504,0.18388229,0.182267627,0.182122288,0.18133515,0.181650555,0.180898584,0.179673231,0.179580918,0.178821529,0.177387647,0.176467258,0.176876076,0.176985423,0.176920859,0.175865022,0.176127402,0.175540551,0.175570224,0.175130086,0.174952327,0.173429703,0.172398319,0.170959491,0.17134578,0.171843064,0.173790715,0.173872039,0.173511576,0.173275847,0.172148578,0.170425941,0.169470111
0.166571301,0.166022365,0.165975384,0.165540191,0.166462503,0.166472668,0.163591716,0.16264715,0.161896279,0.162428455,0.163265322,0.16305377,0.162562804,0.157830361,0.149010021,0.13056984,0.102201006,0.06866124,0.039640991,0.027025905,0.038610981,0.074835533,0.119839213,0.164090923,0.197275447,0.226447079,0.24513865,0.25731827,0.26455252,0.266412528,0.266354832,0.263508772,0.263267548,0.262221328,0.258470541,0.255745917,0.252173163,0.24864684,0.246067281,0.241317529,0.238750333,0.23683675,0.235267419,0.232724676,0.230394583,0.228231533,0.225916276,0.224686253,0.221799806,0.220238443,0.219324374,0.218873796,0.219255139,0.219011717,0.218097373,0.216571178,0.215558476,0.215214223,0.215100755,0.214192181,0.209975429,0.209530071,0.206053752,0.204259132,0.202802721,0.201822439,0.201127066,0.201970526,0.201573248,0.200902326,0.199696755,0.198587069,0.196879268,0.196771844,0.195941846,0.194207945,0.192613338,0.191623715,0.190847292,0.189713704,0.188527639
0.166571301,0.168620057,0.171279841,0.16896376,0.16855302,0.165964943,0.165569589,0.163139215,0.162723804,0.161742697,0.162422411,0.160636858,0.157310548,0.151138453,0.145390286,0.149941399,0.170164386,0.179339968,0.116934359,0.036828725,0.013144804,0.041661174,0.091261026,0.141482895,0.174983373,0.196093504,0.212111829,0.220453292,0.22739659,0.231437231,0.23299722,0.229987963,0.226102827,0.221850634,0.217564922,0.213435264,0.206133702,0.202326043,0.19651441,0.192431733,0.190714317,0.188510605,0.185429091,0.184347978,0.183329782,0.182187127,0.182101957,0.180210078,0.180378496,0.180664228,0.182080527,0.182759416,0.183527597,0.183720741,0.181834907,0.180827151,0.177856632,0.177990157,0.177757176,0.177357425,0.178115715,0.177256594,0.177395889,0.175945797,0.175291634,0.17420228,0.176141963,0.178089065,0.177646729,0.176994215,0.177428308,0.176887065,0.176978555,0.177239835,0.175701825,0.175991679,0.174907269,0.176332909,0.175513901,0.174554774,0.175265809
0.166571301,0.166958138,0.167290302,0.167398826,0.16665235,0.167061167,0.165536345,0.165257481,0.164951418,0.16452694,0.165883345,0.167473281,0.167893088,0.167337558,0.161401742,0.145440839,0.120512883,0.095888243,0.067506771,0.036824603,0.026724512,0.052729184,0.100652556,0.154775772,0.203597277,0.239075353,0.257711426,0.264143703,0.262460079,0.260053883,0.252556704,0.246707431,0.24058479,0.233986294,0.227864477,0.222017677,0.215072181,0.21142662,0.205762799,0.200959747,0.199113751,0.196750139,0.193707364,0.192130341,0.18977662,0.188159759,0.186501137,0.184732893,0.182412141,0.18138268,0.180237278,0.176915913,0.176323568,0.174627032,0.177271156,0.176934321,0.177283794,0.178648441,0.177365942,0.175930961,0.174750391,0.174265745,0.174824847,0.174902324,0.173944021,0.174532246,0.174138264,0.17465011,0.173434648,0.173430253,0.175165527,0.174910841,0.17527515,0.175174594,0.174326189,0.174709729,0.174812483,0.175226246,0.173776428,0.173887699,0.173606363
0.166571301,0.191724546,0.219434821,0.244629552,0.266066627,0.286078612,0.306445014,0.322190244,0.339649045,0.35199296,0.364787454,0.373616311,0.381554177,0.387461146,0.392202106,0.39470776,0.394914916,0.398235456,0.402171145,0.408163559,0.40848803,0.405107321,0.401804089,0.39468056,0.387193546,0.381469282,0.373561362,0.368549506,0.361209754,0.355691547,0.345748333,0.337286807,0.329343446,0.319790642,0.309910344,0.300200387,0.286345662,0.272008488,0.262017194,0.250706311,0.238603071,0.226316027,0.214735347,0.204003896,0.194089531,0.184340835,0.173852257,0.163608475,0.152514364,0.139683055,0.131043771,0.121852528,0.113389354,0.103160408,0.092677599,0.086993722,0.079439946,0.072661494,0.062062469,0.054643042,0.047268673,0.039847598,0.03206084,0.022758875,0.013580546,0.006655656,-0.00083493,-0.009264311,-0.015171005,-0.02243163,-0.029125737,-0.033820265,-0.039894827,-0.046297156,-0.054035834,-0.06103463,-0.066127811,-0.073661805,-0.077708491,-0.083549246,-0.089574628
0.166571301,0.167461467,0.168353831,0.167910671,0.166826811,0.165410238,0.165524531,0.16608116,0.164421988,0.163648313,0.163358459,0.16343786,0.16488493,0.163817005,0.161510265,0.150208449,0.131233343,0.106776846,0.074728658,0.037785379,0.019983699,0.038010118,0.085130142,0.142098044,0.189238124,0.221791015,0.240479289,0.250042533,0.254049106,0.252860569,0.24775475,0.242803612,0.234918496,0.228418908,0.220504944,0.213396251,0.206721377,0.200915239,0.196315222,0.192304253,0.18992608,0.186996224,0.184267754,0.181012877,0.180823854,0.179348485,0.178789933,0.177159061,0.176243343,0.17592629,0.176127951,0.176224386,0.176152129,0.17555209,0.175266633,0.175513901,0.175016892,0.174820725,0.17538697,0.176050749,0.176377418,0.17554742,0.174843804,0.176363131,0.176642544,0.177120597,0.177486554,0.17688212,0.176992567,0.17631038,0.176520833,0.17491716,0.176198285,0.176787059,0.175154813,0.176445829,0.175822163,0.175447414,0.17462401,0.175582312,0.175929312
0.166571301,0.166055059,0.16501873,0.163298016,0.162576542,0.16113689,0.159701909,0.158668601,0.158312535,0.15728747,0.157413302,0.157466052,0.156506651,0.156112945,0.15655583,0.163197185,0.164477486,0.131846569,0.04887372,-0.025723048,-0.031564078,0.022658045,0.098742545,0.165671793,0.215469185,0.244781485,0.257816653,0.261176482,0.260839097,0.258256516,0.251911608,0.247148668,0.240624628,0.233821998,0.228593644,0.222683928,0.217745153,0.213920185,0.210400731,0.207297512,0.202213123,0.1987945,0.196400941,0.194610443,0.192074568,0.191406394,0.189970313,0.189422202,0.188886179,0.188727103,0.188127339,0.186779726,0.186767912,0.186155786,0.185235397,0.184809821,0.186481905,0.184607885,0.184504032,0.183541609,0.182700896,0.181195306,0.179820493,0.180903254,0.178787735,0.179456184,0.179360849,0.178482222,0.179021267,0.178521235,0.17845145,0.177154665,0.179120174,0.178025599,0.179640812,0.179758401,0.180326569,0.180239201,0.180659832,0.181645609,0.181156842
0.166571301,0.165802764,0.165832803,0.164504992,0.164750708,0.163418172,0.163065462,0.161189854,0.155254534,0.11712065,0.007757861,0.003137188,0.083228402,0.139332957,0.155990668,0.163519766,0.164359521,0.137745592,0.087155805,0.046626192,0.038395049,0.051041989,0.075006035,0.101140345,0.127091043,0.157893279,0.182875289,0.203936647,0.224275371,0.240948946,0.256568441,0.271863577,0.283053773,0.289727254,0.294030994,0.295897151,0.295430696,0.290425586,0.288426107,0.28296028,0.275642133,0.268016504,0.262754877,0.258279001,0.251591682,0.243553939,0.237580141,0.232955756,0.227204722,0.221570809,0.217514135,0.212119525,0.207976108,0.207180231,0.202961547,0.200744366,0.197634103,0.195675802,0.196155083,0.193995619,0.1913832,0.187038958,0.186852983,0.187441284,0.185527535,0.185099558,0.185051292,0.183619525,0.183500717,0.183362333,0.182893178,0.182618773,0.183220912,0.182215772,0.183304955,0.182012921,0.184142684,0.182012584,0.18141112,0.181856649,0.182003471
0.166571301,0.166055609,0.165886642,0.166023464,0.165634977,0.164534358,0.164992629,0.165372873,0.165192916,0.164684368,0.164406603,0.163936793,0.164415669,0.166857308,0.175734245,0.196166861,0.198967313,0.155052163,0.078884141,0.029439794,0.031042643,0.072656273,0.131791621,0.182802551,0.216505239,0.232737863,0.239453399,0.240102067,0.238739893,0.237648065,0.231646585,0.224032915,0.216542879,0.209267143,0.203358801,0.196658101,0.192741094,0.186904459,0.18349243,0.181243661,0.178210226,0.174972933,0.173525313,0.171686461,0.168900295,0.169234657,0.166705375,0.164427758,0.163193614,0.163168612,0.163211747,0.162963654,0.163077672,0.161169309,0.160265131,0.158071311,0.15924666,0.157578147,0.158312809,0.159161764,0.160163202,0.159718943,0.160929459,0.160519543,0.160759393,0.160762965,0.16065087,0.161219038,0.161070402,0.161325638,0.159897525,0.161671264,0.162209211,0.162014143,0.160916271,0.162229816,0.162229267,0.162317184,0.16202266,0.162087774,0.161805614
0.166571301,0.166132811,0.167008966,0.166242434,0.164412372,0.165089613,0.164149169,0.161836659,0.162277072,0.16227405,0.161693244,0.160953362,0.160210457,0.161331682,0.17366818,0.194904693,0.192574874,0.131274005,0.007490049,-0.087190136,-0.088001726,-0.017820074,0.081553267,0.173347005,0.238891825,0.280271924,0.297366966,0.296645216,0.286787448,0.275794442,0.267515345,0.256793786,0.249091923,0.240193281,0.232581535,0.223568325,0.21329075,0.205038028,0.198557122,0.191846257,0.185854118,0.181746165,0.178262427,0.174076173,0.171421334,0.169908326,0.167455148,0.164745086,0.163061462,0.162435873,0.161047324,0.159590088,0.160273099,0.159494203,0.159660972,0.158506228,0.160599218,0.160017313,0.158545791,0.159517556,0.158885648,0.15910819,0.159041977,0.158643874,0.158995545,0.159255452,0.16126492,0.161597908,0.162122941,0.160400305,0.160872587,0.162134481,0.161416853,0.162112501,0.161475922,0.160134903,0.159660422,0.158766135,0.159307653,0.159532667,0.159809058
0.166571301,0.16537428,0.163506234,0.164317185,0.163040499,0.163901496,0.163091567,0.164519412,0.165915595,0.16498004,0.161936422,0.16294245,0.159649623,0.161660658,0.158682406,0.153756443,0.128769154,0.09884569,0.058469746,0.044137164,0.061696185,0.105900143,0.154831922,0.192746417,0.219689587,0.237497818,0.243806686,0.244004828,0.241908,0.234350022,0.223757618,0.213989442,0.206274176,0.200549519,0.194017996,0.190993783,0.189454611,0.189476059,0.193375568,0.194314187,0.195527549,0.195391709,0.195455033,0.192926174,0.192568702,0.192476781,0.192320515,0.195689943,0.194952529,0.191113281,0.191080598,0.190948844,0.191370661,0.192467589,0.191456454,0.191298145,0.189102246,0.189248299,0.19076398,0.19115822,0.189520999,0.189530191,0.189966307,0.186712291,0.184778878,0.18080379,0.176837895,0.177262775,0.175201694,0.174730853,0.175245612,0.173540982,0.175079133,0.171517691,0.171972191,0.170339055,0.1734031,0.171901718,0.17203245,0.170202194,0.171917038
0.166571301,0.167377121,0.166601248,0.166410851,0.16542425,0.165164068,0.165874004,0.166474042,0.165367928,0.165801472,0.167571364,0.166739718,0.167182603,0.165255283,0.161765776,0.153947697,0.144049541,0.132353744,0.115960945,0.102413657,0.095132975,0.095471183,0.101482004,0.108874781,0.116388445,0.127171272,0.138629692,0.147178586,0.15582996,0.163613146,0.169575887,0.176668095,0.18089144,0.18596429,0.191445682,0.196304232,0.199798684,0.203270608,0.206731542,0.208158556,0.210533157,0.212005503,0.210681518,0.210542773,0.211361506,0.212808576,0.214563633,0.214497694,0.212214033,0.213011611,0.212012372,0.21178516,0.210861749,0.207489832,0.205912809,0.203998951,0.201043269,0.19915716,0.198228805,0.196761679,0.195502258,0.192308374,0.190968454,0.189507097,0.187761382,0.187168762,0.186688512,0.184898838,0.184323526,0.181764573,0.181573627,0.178375896,0.177447266,0.178578381,0.178990221,0.176482919,0.175363068,0.177193953,0.176346646,0.173857752,0.173054954
