,embeddings
188,"[-0.23137021 -0.2205876   0.95571285 -1.0272343  -1.2381331  -0.4886466
  0.15529372  1.1967151  -0.83496827  1.7332184 ]"
189,"[-0.21309388 -0.22261691  1.0435135  -0.934946   -1.3817117   0.15290332
  0.02260545  1.0495201  -1.1347561   1.6185814 ]"
190,"[ 0.4498563   0.01755236 -0.9655567  -0.9859423  -0.9389312  -0.10218278
  0.12872802 -0.34431604  2.397482    0.34331024]"
191,"[-0.49887854 -0.26940447  1.0915685  -0.8599178  -1.0175483  -0.94571084
  0.05152505  1.7232896  -0.52699405  1.2520714 ]"
192,"[-0.2159671  -0.220786    1.0531622  -0.9543865  -1.1041888  -0.7869872
  0.20336564  1.4806087  -0.881502    1.4266819 ]"
193,"[-0.3402335  -0.38616696  1.3645042  -0.6763819  -0.7315308  -1.1634157
 -0.3500399   1.659404    1.1652555  -0.54139507]"
194,"[-0.48500237 -0.51949656  0.25619113  2.6210554  -0.472985   -0.5161307
 -0.54873496  0.58381236 -0.510663   -0.4080462 ]"
195,"[-0.17090793 -0.21003681  1.2123251  -0.80598116 -1.6787386   0.14978078
 -0.47081226  1.9350108   0.01554076  0.02382098]"
196,"[-0.23657082 -0.23135652  1.2995762  -0.8460528  -1.3147578  -0.07532646
 -0.00179704  1.3372175  -1.1822242   1.251293  ]"
197,"[-0.3560998  -0.23445143  1.1220384  -0.9033529  -1.0565581  -0.9124595
  0.12665053  1.6344349  -0.6946842   1.2744828 ]"
198,"[-0.26528734  0.11326712 -0.8720729  -0.1978508   2.642867   -0.12144533
  0.02678328 -0.85516816  0.13502547 -0.6061186 ]"
199,"[-0.45665145 -0.20981802  1.0467017  -0.8312481  -1.6523728   0.26493064
 -0.34962395  0.9241167  -0.4601099   1.7240748 ]"
200,"[-0.57557714 -0.25550222  1.3221272  -0.7490552  -0.8914412  -0.8998977
 -0.25803632  2.1423457   0.18250693 -0.01747024]"
201,"[-0.24768506 -0.0209807  -1.1187204  -0.76241857  0.58410794 -0.4967115
  0.74337935 -1.0946549   0.24411958  2.169565  ]"
202,"[-0.09436903 -0.23415743  0.77326    -1.0689632  -1.2156956  -0.17776005
  0.29668903  0.93070847 -1.0913984   1.8816864 ]"
203,"[-0.2677738  -0.22376998  1.2505903  -0.9028293  -1.2330465  -0.6276975
  0.03834306  1.4729508  -0.82390785  1.3171409 ]"
204,"[-0.16263352 -0.24006741  1.0502934  -0.9478234  -1.289792   -0.09314454
  0.14299086  1.1178181  -1.1822039   1.6045635 ]"
205,"[-0.22544283 -0.22210208  1.2692542  -0.8861719  -1.2416165  -0.39475396
  0.04213291  1.4940819  -1.048728    1.213347  ]"
206,"[-0.23070477  0.39141652 -0.75203735 -0.36561498  0.50119495 -0.2615141
 -0.2583822  -0.838314    2.5440483  -0.73009205]"
207,"[-0.30530092 -0.44651046  1.1267936  -0.18238597 -0.7353459  -1.087862
 -0.44276     2.3344944  -0.14323431 -0.11788819]"
208,"[-0.13291608 -0.23826964  0.89814454 -1.0026097  -1.3032438   0.12363187
  0.19349752  0.93903095 -1.2124194   1.7351543 ]"
209,"[-0.59568137 -0.2988857   1.1855206  -0.81881016 -0.9836318  -0.9885534
 -0.12353905  2.0305548  -0.03582551  0.6288513 ]"
210,"[-0.06157988 -0.22514081  0.82085824 -1.0042709  -1.3596509   0.28763115
  0.17304438  0.8918486  -1.2433516   1.7206124 ]"
211,"[-0.20944889  0.18208262 -0.4491842  -0.41293642 -0.20568693 -0.44129264
 -0.19810869 -0.52819145  2.7799218  -0.517155  ]"
212,"[-0.3727369  -0.26533905  1.1278186  -0.91992545 -1.0637654  -0.9802114
  0.12024821  1.6780114  -0.5342343   1.2101344 ]"
213,"[-0.2073614  -0.22320631  1.0695225  -0.8210788  -1.3763056   0.35348102
 -0.00306376  0.86614805 -1.2887442   1.630608  ]"
214,"[-0.20709327 -0.23192365  1.0975472  -0.97068584 -1.2033387  -0.36798415
  0.16564173  1.2830123  -1.0873775   1.5222021 ]"
215,"[-0.12807892 -0.22092804  0.87749916 -0.7582185  -1.4343772   0.9029933
 -0.03980473  0.55554587 -1.3566287   1.6019973 ]"
216,"[-0.12853229 -0.23683704  1.0244588  -0.9668725  -1.3317721   0.11021125
  0.13342917  1.0345697  -1.2342196   1.5955658 ]"
217,"[-0.24270262 -0.22832093  1.2215769  -0.8919676  -1.226333   -0.3858895
  0.07963368  1.4286097  -1.075412    1.3208054 ]"
218,"[-0.19202533 -0.22689815  1.1314651  -0.95205367 -1.2339969  -0.32897502
  0.13427365  1.3030472  -1.1041616   1.4693252 ]"
219,"[ 0.06525005 -0.16990334  0.22181837 -0.73405963 -1.1944313   1.428524
  0.11430226 -0.34556222 -1.2079724   1.8220334 ]"
220,"[-0.1727967  -0.22030182  1.0138087  -1.0443861  -1.1903448  -0.46492967
  0.2091188   1.301953   -0.9947172   1.5625952 ]"
221,"[-0.23468961 -0.27671233  0.66019905 -1.0183289  -1.1410851  -1.0497385
  0.288002    1.4385312  -0.32041132  1.6542333 ]"
222,"[-0.20692827 -0.2313029   1.0064424  -0.957584   -1.1015633  -0.93289727
  0.24047019  1.4718646  -0.74259514  1.4540939 ]"
223,"[-0.39583775 -0.21748514  1.5744892  -0.5438937  -1.4451358  -0.12779982
 -0.40563995  1.7205135  -0.7037208   0.544511  ]"
224,"[-0.19717158 -0.22981207  1.0390217  -0.9589631  -1.24861    -0.18636881
  0.1520397   1.0987203  -1.13871     1.6698531 ]"
225,"[-0.11832794 -0.22351445  0.8341776  -1.0385433  -1.196124   -0.33219317
  0.27115092  1.0381951  -1.0624763   1.827655  ]"
226,"[-0.19562627 -0.2273365   1.0444953  -0.97731495 -1.1665834  -0.5123034
  0.1968635   1.2818743  -1.0266551   1.5825876 ]"
227,"[-0.5536171  -0.25973356  1.1485339  -0.7662525  -0.8511452  -0.91603
 -0.15186916  2.202682    0.44146153 -0.29402956]"
228,"[-0.25855055 -0.22086038  1.1877574  -0.8765727  -1.2365258  -0.32029122
  0.06451204  1.2420298  -1.1020991   1.520599  ]"
229,"[-0.39979833 -0.15463497  1.5041343  -0.3017491  -1.1643589  -0.5234981
 -0.62639046  2.0405664   0.13432917 -0.5086003 ]"
230,"[-0.37939337 -0.38889793  0.04543223  2.7761364  -0.22949007 -0.5739137
 -0.42685708  0.08320554 -0.3693563  -0.53686565]"
231,"[-0.47062337 -0.2267989   1.46464    -0.54024625 -1.6326175   0.39695406
 -0.5407791   1.5107691  -0.6482615   0.6869636 ]"
232,"[-0.16784337 -0.23524407  1.0119505  -0.9840432  -1.2493398  -0.16715698
  0.18158858  1.078939   -1.1481385   1.6792879 ]"
233,"[-0.1920862  -0.2162075   1.193617   -1.0078713  -1.2278873  -0.53646034
  0.09984978  1.5006174  -0.88934016  1.275769  ]"
234,"[-0.24135858  0.18138082 -0.89613754  0.12236427  2.5552974  -0.23550835
  0.11699767 -0.94367033  0.10861979 -0.76798505]"
235,"[-0.2485808  -0.21598075  1.1296486  -0.9497996  -1.1716155  -0.48108292
  0.1421582   1.2985057  -1.0321546   1.5289022 ]"
236,"[-0.330616   -0.24547912  1.1608859  -0.9216405  -1.1029341  -0.9806282
  0.05683369  1.7351605  -0.4743955   1.1028132 ]"
237,"[-1.5595910e-01 -9.7389445e-02 -5.2701872e-02  2.4421439e+00
  2.3962225e-01 -6.9164175e-01 -2.8389373e-01 -9.4316254e-04
  1.3824552e-01 -1.5374825e+00]"
238,"[-0.19215015  0.29738262 -0.7833312  -0.47196534  0.12680292 -0.43358415
  0.04028692 -0.77414244  2.6499734  -0.4592722 ]"
239,"[-0.18872957 -0.2273642   0.7586863  -1.1037232  -1.2618884  -0.30456012
  0.2304895   1.033769   -0.8370306   1.9003508 ]"
240,"[-0.31596524 -0.21799384  1.3414654  -0.8236858  -1.2262048  -0.3777778
 -0.02007293  1.4712275  -1.0444716   1.2134781 ]"
241,"[-0.15644982 -0.2260137   0.9367716  -0.96987474 -1.2926372  -0.09582791
  0.13458742  0.92891604 -1.0910634   1.8315924 ]"
242,"[-0.23011968  0.4028375  -0.62045413 -0.38009202  0.08252633 -0.2892611
 -0.25407782 -0.702471    2.6725423  -0.6814306 ]"
243,"[-0.18867126 -0.22893679  0.8224976  -0.8269838  -1.3420174   0.17644379
  0.06800963  0.730292   -1.1657567   1.9551222 ]"
244,"[-0.65456355 -0.33996543  1.0333364  -0.82291913 -0.9592455  -1.0172665
 -0.04409171  1.9901987  -0.07308159  0.88759845]"
245,"[-0.34295914  0.36034873 -1.0724343  -0.3873623   1.9840648  -0.24863483
 -0.17351864 -1.0249616   1.4435487  -0.5380914 ]"
246,"[-0.18268105 -0.24362601  1.0103346  -0.93760365 -1.2929711  -0.00768445
  0.14179425  1.04867    -1.201331    1.6650985 ]"
247,"[-0.24769989 -0.204738    1.1413282  -1.0028281  -1.1979411  -0.66656554
  0.09831902  1.4373541  -0.7801653   1.4229363 ]"
248,"[-0.2124001  -0.2149505   1.1171736  -0.96454    -1.1252004  -0.6789323
  0.1791154   1.4201934  -0.95170605  1.4312471 ]"
249,"[-0.18992524 -0.2245039   1.0900196  -0.960256   -1.230498   -0.32919684
  0.14729863  1.3085362  -1.1040732   1.4925998 ]"
250,"[-0.19488065 -0.2391646   1.0579772  -0.95041674 -1.2830292  -0.11228014
  0.13831717  1.2008182  -1.1668192   1.5494772 ]"
251,"[-0.15238011 -0.23812291  0.9904982  -0.9673285  -1.2883205  -0.04455693
  0.16245681  1.0300019  -1.1823183   1.6900703 ]"
252,"[-0.33365706 -0.24921152  1.2202917  -0.674645   -1.5560467   0.2812304
 -0.23512995  1.0678015  -0.9995823   1.4789476 ]"
253,"[-0.10876283 -0.23313144  0.9524611  -0.99741274 -1.3501868   0.20181431
  0.14879909  1.0351024  -1.2408124   1.5921303 ]"
254,"[-0.13548075 -0.23093057  0.9118083  -1.0268697  -1.2351642  -0.23501278
  0.23020487  1.1089135  -1.1064129   1.7189435 ]"
255,"[-0.2959448  -0.22077364  1.282243   -0.8524472  -1.2331779  -0.3183759
  0.02414296  1.3894471  -1.0946895   1.3195759 ]"
256,"[-0.26294026  0.3347503  -1.1833534  -0.69461846  0.7388362   0.44218042
  0.09241179 -1.1402478   2.156802   -0.4838208 ]"
257,"[-0.13572483 -0.2375674   0.8779607  -1.0095892  -1.2694043  -0.06919333
  0.21713705  1.0361748  -1.1581519   1.7483584 ]"
258,"[-0.32747194 -0.31670633  0.97095245 -0.97274506 -1.1400853  -1.0603553
  0.13602969  1.7874058  -0.1866101   1.1095865 ]"
259,"[-0.20358087 -0.232945    1.0921513  -0.9627808  -1.2009212  -0.39185232
  0.16505216  1.2561576  -1.0776507   1.5563692 ]"
260,"[-0.6832841  -0.26518175  1.326818   -0.7121978  -0.8727328  -0.87083066
 -0.28494933  2.127255   -0.02575546  0.26085886]"
261,"[-0.16577275 -0.2306147   0.9005869  -0.8993268  -1.337444    0.34134448
  0.10153233  0.7699448  -1.2659076   1.7856575 ]"
262,"[-0.20609376 -0.22269417  1.1013314  -0.97100616 -1.2044064  -0.47732955
  0.14603093  1.3838452  -1.006903    1.4572251 ]"
263,"[-0.5075394  -0.18821722  1.6140116  -0.5572031  -1.1316304  -0.84886765
 -0.37875032  1.8326174  -0.28778982  0.45336878]"
264,"[-0.3130257   0.3141001  -1.0582283  -0.36753643  1.7686679  -0.35547194
 -0.13836251 -1.0050639   1.7171228  -0.56220216]"
265,"[-0.22419706 -0.22104411  1.0673095  -0.9464077  -1.0990789  -0.74967283
  0.19853045  1.4510127  -0.9244283   1.4479761 ]"
266,"[-0.24519908 -0.21006164  1.2815603  -0.93370163 -1.1545342  -0.7134265
  0.06793174  1.5782962  -0.83288735  1.1620219 ]"
267,"[-0.16981609 -0.23809186  1.0709171  -0.9497824  -1.3152245   0.03804174
  0.11995655  1.1242721  -1.2194065   1.5391335 ]"
268,"[-0.3567117   0.25977388 -0.9704045  -0.21954535  2.1962316  -0.2631114
 -0.1349343  -0.934629    1.1969028  -0.7735717 ]"
269,"[-0.23378564  0.25804973 -0.70418274 -0.37182438  0.32387802 -0.3376119
 -0.2377765  -0.7832122   2.652444   -0.5659785 ]"
270,"[-0.2897124  -0.21181457  1.3751718  -0.81077945 -1.2192291  -0.5584144
 -0.05979766  1.6860856  -0.8706376   0.9591268 ]"
271,"[-0.32055983  0.36706808 -1.0323182  -0.38867134  1.5739174  -0.26632628
 -0.21370745 -1.0151113   1.8892366  -0.5935271 ]"
272,"[-0.13997462 -0.2314634   0.9563026  -0.99700916 -1.2956903  -0.01469651
  0.16721804  1.0828525  -1.1827693   1.6552296 ]"
273,"[-0.10297152  0.27578428 -0.6108792  -0.4433846  -0.05336704 -0.44885263
 -0.05307162 -0.6949943   2.7061846  -0.57444793]"
274,"[-0.15497525 -0.22574992  0.9070371  -1.0040613  -1.2234449  -0.21201909
  0.21219137  0.990359   -1.1065236   1.8171858 ]"
275,"[-0.38166392 -0.4190932   0.8727266  -0.85331213 -0.8037471  -1.2003926
  0.10914788  1.5811421   1.5451686  -0.44997627]"
276,"[-0.26555893 -0.21215005  1.137469   -0.95073974 -1.1376823  -0.61009157
  0.13284437  1.4910158  -0.953018    1.36791   ]"
277,"[-0.13741529 -0.23862587  0.9121441  -0.9105973  -1.3706484   0.46797562
  0.09405469  0.8216801  -1.3052146   1.666647  ]"
278,"[-0.5814115  -0.14265007  1.4849727  -0.52518636 -1.2110478  -0.7607578
 -0.6168562   1.8610663   0.5199875  -0.02811662]"
279,"[-0.09272859 -0.2344037   0.73217326 -0.93981457 -1.3317162   0.48229834
  0.16291665  0.62751997 -1.2706769   1.8644314 ]"
280,"[-0.41191852  0.32210168 -1.1738218  -0.5213626   1.8227323   0.41037163
 -0.15834635 -1.1142408   1.4071405  -0.58265597]"
281,"[-0.32031626  0.31646872 -1.0208721  -0.347432    2.015497   -0.30818534
 -0.15106894 -1.0049093   1.4369605  -0.6161421 ]"
282,"[-0.22573696 -0.23152551  1.1286858  -0.92203563 -1.2597299  -0.3364554
  0.09544368  1.4192165  -1.0572044   1.3893414 ]"
283,"[-0.32260063 -0.09934983  0.01954868  0.03737338 -1.0547453   2.247674
 -0.70588225 -0.9602686  -0.2693652   1.1076149 ]"
284,"[-0.33958077 -0.22440225  1.1884265  -0.8685823  -1.4295446  -0.33791798
 -0.09691092  1.3607272  -0.7144986   1.4622828 ]"
285,"[-0.5225821  -0.57430834  0.5272426   2.424629   -0.56285036 -0.5457558
 -0.6096374   0.8642845  -0.5550503  -0.44597197]"
286,"[-0.36383012 -0.2070807   1.4304672  -0.3590724  -1.7787774   0.5641583
 -0.8258792   1.5600876  -0.16988216  0.14980917]"
287,"[-0.18293802 -0.23631173  0.91759515 -0.99838835 -1.2373487  -0.18154632
  0.20528154  1.1008929  -1.1194673   1.7322319 ]"
288,"[-0.19889209 -0.23374282  1.0669515  -0.94413424 -1.2176678  -0.3844814
  0.16072924  1.2829876  -1.0819242   1.550174  ]"
289,"[-0.39610678 -0.22221105  1.234114   -0.8613168  -1.0431569  -0.98741996
 -0.20678529  2.0809305   0.2778812   0.12407073]"
290,"[-0.07389899  0.17090659 -0.5391315  -0.4932101  -0.15103307 -0.5511857
  0.06370771 -0.5895217   2.7268465  -0.5634794 ]"
291,"[-2.6474094e-01  1.9209774e-01 -8.7404078e-01 -2.1029320e-02
  2.3938231e+00 -2.3862569e-01  1.9780358e-03 -8.5461545e-01
  7.1429616e-01 -1.0491430e+00]"
292,"[-0.18371095 -0.23558241  1.0021561  -0.9578527  -1.2460029  -0.22177319
  0.17297852  1.1116898  -1.1290944   1.6871917 ]"
293,"[-0.53552276 -0.09633336  0.7243272  -0.0937596  -1.3498803   0.06664748
 -1.139412    1.2675313   1.755135   -0.59873253]"
294,"[ 0.34519994  0.03270766 -1.0355437  -1.0554368  -1.1141976   0.5652956
 -0.18996519  0.22700882  2.245977   -0.02104507]"
295,"[-0.13491373 -0.2266048   0.8954304  -1.0586505  -1.2354444  -0.19233878
  0.24006866  1.1118096  -1.1086596   1.7093028 ]"
296,"[-0.13491802 -0.23773205  0.95872676 -0.97946817 -1.314453    0.08386074
  0.16288324  0.9979268  -1.2144926   1.6776667 ]"
297,"[-0.23509672 -0.21265434  1.0873138  -0.9544683  -1.1022893  -0.71611667
  0.18685135  1.375274   -0.93689644  1.5080835 ]"
298,"[-0.3019681  -0.20999977  1.1737801  -0.9037755  -1.1255536  -0.6394519
  0.10841187  1.473022   -0.95391303  1.3794488 ]"
299,"[-0.41564146 -0.25882298  1.0520076  -0.8898832  -1.0401254  -0.9464922
  0.13073865  1.5151122  -0.6240129   1.4771202 ]"
300,"[-0.2704383  -0.21913089  1.1508628  -0.83369064 -1.3006736  -0.08487658
  0.00989081  1.0907464  -1.1616637   1.6189737 ]"
301,"[-0.25524023 -0.22050384  1.2215778  -0.9049724  -1.1524137  -0.7186897
  0.07396839  1.6651534  -0.8316424   1.122762  ]"
302,"[-0.2518512  -0.21533743  1.0605263  -0.96539235 -1.1395046  -0.7249326
  0.1558992   1.3641236  -0.8392015   1.5556693 ]"
303,"[-0.18983595 -0.22635396  0.9640863  -0.99843156 -1.1499946  -0.52572596
  0.23445055  1.2236167  -1.009796    1.6779838 ]"
304,"[-0.2832284   0.1912125  -0.8944543  -0.0469669   2.3403592  -0.25373435
 -0.00663953 -0.8700028   0.8516127  -1.0281581 ]"
305,"[ 0.01054805 -0.14884567  0.30270705 -0.5225751  -1.2436537   1.8816208
 -0.10339712 -0.41058668 -1.1711537   1.4053371 ]"
306,"[-0.18093255 -0.22175665  1.1004813  -0.9989079  -1.1570143  -0.5698875
  0.2033357   1.3664414  -1.0021917   1.4604324 ]"
307,"[-0.08182846 -0.09778006 -0.45994434 -0.6357082  -0.3499237  -0.85252565
  0.4153288  -0.30694273  2.6755111  -0.30618706]"
308,"[-0.27101052  0.39320123 -0.991241   -0.3786229   1.1653647  -0.28616506
 -0.21438837 -0.9759947   2.1923192  -0.6334626 ]"
309,"[-0.24844657 -0.22589089  1.286801   -0.855685   -1.2635542  -0.28054562
  0.01402198  1.4072399  -1.1064268   1.2724851 ]"
310,"[-0.17003907 -0.22826737  1.0174606  -1.0049808  -1.1706163  -0.50896895
  0.2234545   1.3042107  -1.0251312   1.5628773 ]"
311,"[-0.27048776 -0.22021596  1.1146886  -0.74401236 -1.4859905   0.6937536
 -0.15241487  0.8929683  -1.2478291   1.4195403 ]"
312,"[-0.14377107 -0.07852179 -0.09046577 -1.0326844  -1.2048966  -0.9596056
 -0.18710257  0.7738555   2.0181653   0.90502644]"
313,"[ 0.12549114 -0.01311987 -0.3557541  -0.9133342  -0.3390109  -1.3146417
  1.3205588  -0.3935954   2.0614634  -0.17805716]"
314,"[-0.50909555 -0.0817156   1.180535   -0.6832447  -0.9236631  -0.82039344
 -0.53934014  1.8022048   1.1938559  -0.6191428 ]"
315,"[-0.42787912 -0.27790114  1.1382902  -0.88264316 -1.0519521  -0.9748501
  0.06407307  1.7242429  -0.4904883   1.1791074 ]"
316,"[ 0.0573662   0.09790219 -0.65875304 -0.57280934 -0.3556294  -0.5405127
  0.10397936 -0.5573767   2.720003   -0.2941696 ]"
317,"[-0.19522786 -0.23545538  1.0782448  -0.96311444 -1.2525281  -0.20939302
  0.14245543  1.2241106  -1.1362631   1.5471716 ]"
318,"[-0.3238845   0.26733136 -1.1224306  -0.5271385   2.1722705  -0.2609323
  0.15735102 -1.0658785   1.0901958  -0.38688418]"
319,"[-0.17757902 -0.23292787  0.95334136 -0.9757119  -1.2543869  -0.18244717
  0.18574238  1.1159817  -1.1311643   1.6991515 ]"
320,"[-0.23654407 -0.20494853  1.0296054  -1.122424   -1.3947908  -0.57961005
 -0.01845861  1.7424892  -0.29912898  1.08381   ]"
321,"[-0.14691502 -0.23999082  0.94757915 -0.9893839  -1.2647368  -0.10723834
  0.19610414  1.0540328  -1.1620804   1.71263   ]"
322,"[-0.18122092 -0.22117451  1.0183616  -0.9894512  -1.144702   -0.65008926
  0.22509919  1.3821498  -0.95456254  1.5155891 ]"
323,"[-0.33928847  0.3567355  -1.087791   -0.40293905  1.9029927  -0.23518851
 -0.16903204 -1.0268362   1.5377288  -0.5363819 ]"
324,"[-0.22145408 -0.22973005  0.9829191  -1.0214646  -1.221211   -0.6284234
  0.1808671   1.389912   -0.7867037   1.5552874 ]"
325,"[-0.22642775 -0.2308127   1.2132318  -0.9168568  -1.3588196  -0.17614038
  0.0061981   1.4497875  -1.0147159   1.2545561 ]"
326,"[-0.2742602  -0.21459606  0.9640379  -1.0477325  -1.2070836  -0.9945799
  0.13946283  1.4223564  -0.29598895  1.5083835 ]"
327,"[-0.22129774 -0.22716291  1.1284071  -0.93942344 -1.1978346  -0.41307414
  0.14443283  1.286944   -1.0775532   1.5165622 ]"
328,"[-0.4649816  -0.24874549  1.2962406  -0.7756116  -0.8995429  -0.9141442
 -0.2469351   2.0875351   0.508933   -0.34274718]"
329,"[-0.3018589  -0.2079588   1.2064313  -0.8972113  -1.094789   -0.78224653
  0.07007036  1.6272672  -0.8270726   1.2073692 ]"
330,"[-0.06391247 -0.23913299  0.76171875 -1.001047   -1.3141437   0.37198475
  0.21540362  0.6582132  -1.2477363   1.8586512 ]"
331,"[-0.23217024 -0.2213468   1.0722947  -0.9415774  -1.1744128  -0.48265964
  0.15349175  1.2646897  -1.0359242   1.5976149 ]"
332,"[-0.21547975 -0.23159422  1.1324899  -0.9372178  -1.2047576  -0.41775963
  0.14342916  1.3491513  -1.0739262   1.4556645 ]"
333,"[-0.30319417 -0.21017908  1.271632   -0.8701065  -1.1298978  -0.7622972
  0.02740481  1.6035988  -0.8110123   1.1840515 ]"
334,"[-0.19086367 -0.23292989  1.0182523  -0.9719966  -1.2649399  -0.09759262
  0.1566679   1.0950633  -1.1656452   1.6539844 ]"
335,"[-0.393989   -0.3880574   1.166759   -0.6998779  -0.6993287  -1.0980223
 -0.32737464  2.112374    0.6762929  -0.34877586]"
336,"[-0.23330411 -0.21856941  1.1760795  -0.943444   -1.1358857  -0.6232823
  0.14432223  1.4387211  -0.98064905  1.3760124 ]"
337,"[-0.18584387 -0.23193605  0.9799797  -0.9700917  -1.2934049  -0.04768974
  0.15304519  1.1264414  -1.167489    1.6369896 ]"
338,"[-0.12815629 -0.24374273  0.9827998  -0.92073214 -1.363433    0.33790702
  0.10689235  0.8900861  -1.2930791   1.6314591 ]"
339,"[-0.269406   -0.21737385  1.3881171  -0.7953739  -1.2876713  -0.22878039
 -0.07449017  1.5589387  -1.079013    1.0050544 ]"
340,"[-0.02418889 -0.22281255  0.6205903  -0.8134653  -1.3455864   1.1319271
  0.08252079  0.20877206 -1.3510418   1.7132834 ]"
341,"[-0.17636074 -0.23470213  1.1335769  -0.92394805 -1.3038505  -0.07210918
  0.09363186  1.1798013  -1.1939425   1.4979028 ]"
342,"[-0.3287546   0.29412583 -1.0666305  -0.4947194   2.313311   -0.21227558
  0.07114367 -1.0457535   0.87414825 -0.40459514]"
343,"[-1.4073919e-01 -2.4024758e-01  9.9744397e-01 -9.6952498e-01
 -1.3068507e+00  1.3639950e-03  1.5048566e-01  1.0800534e+00
 -1.2000250e+00  1.6280413e+00]"
344,"[-0.33668342 -0.20800173  1.189731   -0.9005552  -1.0612838  -0.8811384
  0.08810146  1.615914   -0.74633795  1.2402548 ]"
345,"[-0.20641412 -0.22636332  1.180671   -0.95367515 -1.204956   -0.40948623
  0.12767161  1.395124   -1.0711573   1.3685855 ]"
346,"[-0.19690138 -0.23014084  1.2558073  -0.8830215  -1.3233945  -0.1742324
  0.0114846   1.4165533  -1.1118178   1.2356627 ]"
347,"[-0.20133992 -0.22401613  1.1793534  -0.9041212  -1.2989794  -0.2514707
  0.05928582  1.3634932  -1.0958439   1.3736385 ]"
348,"[-0.1907021  -0.33634645  0.24005905 -0.9412603  -0.79053587 -1.4276643
  0.5572274   1.4221811   1.6912593  -0.22421771]"
349,"[-0.36779234 -0.20596924  1.1377871  -1.0426788  -1.45964    -0.64017725
 -0.13651045  1.1952435  -0.0457826   1.56552   ]"
