,0,1,2,3,4,5,6,7,8,9,label
62,-0.84789884,1.73215,-0.9951305,0.06555644,0.8685316,-0.399577,-0.8970152,-0.7371824,1.408814,-0.19824874,CA1
63,-0.8483114,1.7312485,-0.9968069,0.06855542,0.868498,-0.39883363,-0.8974034,-0.7369698,1.40842,-0.1983973,CA1
64,-0.8470969,1.7332113,-0.9951382,0.064414926,0.86958575,-0.39987943,-0.8954882,-0.7385832,1.4075,-0.19852613,CA1
65,-0.8456919,1.732134,-0.99423814,0.068488754,0.8666981,-0.4029471,-0.89516425,-0.7387552,1.4107438,-0.20126753,CA1
66,-0.8472848,1.7325714,-0.9951952,0.06453629,0.86906284,-0.3986978,-0.89680976,-0.73853534,1.4080828,-0.19772932,CA1
67,-0.84833956,1.7302345,-0.9969878,0.072585136,0.8673331,-0.39623383,-0.8990752,-0.7386829,1.4086531,-0.19948584,CA1
68,-0.8478035,1.731624,-0.99533826,0.06557603,0.8682888,-0.39816755,-0.8965619,-0.7384806,1.409476,-0.19861253,CA1
69,-0.84806514,1.7327368,-0.99352694,0.066314764,0.86890656,-0.39968207,-0.89721686,-0.73901784,1.4077444,-0.19819427,CA1
70,-0.8468933,1.7334146,-0.9911559,0.061381463,0.86899996,-0.4039722,-0.89480406,-0.738442,1.410015,-0.19854309,CA1
71,-0.84822935,1.7334893,-0.9963,0.06102524,0.87019485,-0.39407906,-0.8978561,-0.7349965,1.4071656,-0.20041402,CA1
72,-0.8469924,1.731956,-0.9949232,0.06870618,0.86775273,-0.4015166,-0.8957675,-0.73875934,1.4092801,-0.19973536,CA1
73,-0.8469189,1.732632,-0.99408776,0.06562834,0.8679246,-0.40210563,-0.89481485,-0.7388927,1.4095999,-0.19896482,CA1
74,-0.84689385,1.7316881,-0.9993392,0.06591441,0.86866677,-0.391946,-0.8968278,-0.7376635,1.4083873,-0.20198438,CA1
75,-0.8480238,1.7304487,-0.99771374,0.06924723,0.8672074,-0.39777467,-0.89703095,-0.7374045,1.4099343,-0.19889031,CA1
76,-0.84708434,1.7316794,-0.99550116,0.07013352,0.8677016,-0.39993653,-0.8970065,-0.73984945,1.4083792,-0.19851512,CA1
77,-0.8484701,1.7319176,-0.9954663,0.06860922,0.8682968,-0.3992045,-0.8972753,-0.738002,1.4080056,-0.19841146,CA1
78,-0.8490662,1.7323694,-0.9948006,0.06503857,0.8676113,-0.3947612,-0.8991587,-0.73587006,1.4090376,-0.2003999,CA1
79,-0.84729946,1.7334696,-0.9928058,0.064651966,0.86795026,-0.4020847,-0.8954891,-0.7384771,1.4090673,-0.19898382,CA1
80,-0.8457418,1.7333395,-0.99378914,0.060542103,0.8694786,-0.4015777,-0.8942768,-0.7384311,1.4096227,-0.19916685,CA1
81,-0.846024,1.7341204,-0.9910889,0.062391743,0.868225,-0.40199298,-0.8948424,-0.7398199,1.4096714,-0.20064117,CA1
82,-0.84572244,1.7321697,-0.9956896,0.06646318,0.86806315,-0.39719173,-0.8973548,-0.7392069,1.4090201,-0.2005507,CA1
83,-0.8476676,1.7315114,-0.9985435,0.060803447,0.87010294,-0.39657962,-0.8954093,-0.73534,1.4093944,-0.19827269,CA1
84,-0.84645385,1.7326066,-0.9974468,0.061235562,0.87096244,-0.39813212,-0.89587975,-0.73769283,1.4072871,-0.1964867,CA1
85,-0.84788924,1.7318538,-0.9969618,0.06644592,0.86899424,-0.39749712,-0.8967723,-0.7373041,1.4081342,-0.1990038,CA1
86,-0.8482247,1.733911,-0.993781,0.060271084,0.87000716,-0.3968262,-0.8974796,-0.73600596,1.4076463,-0.19951904,CA1
87,-0.84744793,1.7320617,-0.99564946,0.065255746,0.8676568,-0.4005773,-0.89470845,-0.73785555,1.4101236,-0.19885916,CA1
88,-0.84743524,1.7315117,-0.9963502,0.068063036,0.86834794,-0.39981064,-0.8962645,-0.7378235,1.4089524,-0.19919139,CA1
89,-0.84679306,1.7315907,-0.99440104,0.06584408,0.8675279,-0.39818433,-0.89727306,-0.7389652,1.4103737,-0.199719,CA1
90,-0.8465367,1.7323936,-0.99376714,0.06665141,0.8680678,-0.40075085,-0.8960095,-0.73954725,1.4093683,-0.19986871,CA1
91,-0.84623855,1.7305455,-1.0000802,0.067750804,0.8686924,-0.39692727,-0.89538676,-0.7383485,1.4091256,-0.1991325,CA1
92,-0.8485014,1.7322927,-0.9957267,0.06645041,0.8688758,-0.39382127,-0.89862746,-0.73761934,1.4075872,-0.2009096,CA1
93,-0.8471048,1.7324055,-0.9953028,0.06457649,0.8684236,-0.4002893,-0.8950612,-0.7372506,1.409709,-0.20010541,CA1
94,-0.8487152,1.7308401,-0.99963534,0.06769252,0.86936647,-0.39340496,-0.89842314,-0.7365341,1.4072748,-0.19846125,CA1
95,-0.84805715,1.7335557,-0.9925219,0.06211038,0.86912173,-0.40066624,-0.89553994,-0.7376798,1.4088589,-0.19918211,CA1
96,-0.84886324,1.7312477,-0.9962219,0.067329146,0.8676656,-0.39712867,-0.89725375,-0.736846,1.4095618,-0.19949117,CA1
97,-0.79805654,1.737632,-1.010781,0.053121228,0.8575959,-0.41010958,-0.88954175,-0.7500158,1.4204098,-0.21025448,CA1
98,-0.84752023,1.7328578,-0.99297094,0.06522832,0.8680682,-0.40147611,-0.89583594,-0.73867613,1.4093183,-0.1989925,CA1
99,-0.84805286,1.7307031,-0.99772525,0.069401965,0.8673408,-0.3956901,-0.89813423,-0.73693925,1.4094294,-0.20033324,CA1
100,-0.8465198,1.7331029,-0.99382657,0.06359683,0.86874425,-0.40222135,-0.8947242,-0.7381776,1.4093777,-0.19935186,CA1
101,-0.8466957,1.7360268,-0.98846436,0.05250637,0.87114424,-0.4040818,-0.893899,-0.7381175,1.4087497,-0.19716887,CA1
102,-0.846612,1.7313584,-0.99535066,0.06726226,0.86835456,-0.39789584,-0.89735276,-0.7397336,1.4092165,-0.19924794,CA1
103,-0.8467822,1.7323738,-0.9944175,0.066327445,0.8679893,-0.40104675,-0.8953593,-0.7394777,1.4093453,-0.19895302,CA1
104,-0.84731096,1.7318491,-0.9946126,0.06715114,0.8679152,-0.3980423,-0.8970215,-0.7387935,1.4094619,-0.20059702,CA1
105,-0.8477588,1.7323182,-0.9940568,0.06556012,0.86819375,-0.40026227,-0.8964727,-0.73854995,1.4091146,-0.1980856,CA1
106,-0.8484794,1.7315145,-0.9963446,0.06700712,0.86857915,-0.39840445,-0.8970509,-0.7377147,1.4084216,-0.19752796,CA1
107,-0.8468174,1.7332728,-0.99306947,0.06640367,0.8680028,-0.40175286,-0.89579093,-0.73927087,1.4086893,-0.19966765,CA1
108,-0.8462963,1.7319506,-0.9958509,0.063340224,0.8698974,-0.39521283,-0.89906836,-0.73654866,1.4086547,-0.20086777,CA1
109,-0.8461893,1.7324289,-0.99509585,0.06479332,0.8683558,-0.39808765,-0.8964026,-0.7384641,1.4094477,-0.20078468,CA1
110,-0.8479244,1.7312281,-0.9969651,0.06484151,0.8689663,-0.39642873,-0.8965455,-0.73783606,1.4092047,-0.19854006,CA1
111,-0.8468099,1.7336655,-0.99232966,0.063848324,0.8687524,-0.40143424,-0.8957032,-0.7394502,1.4085257,-0.19906397,CA1
112,-0.8591836,1.7325099,-0.9753283,0.013392416,0.89664006,-0.4025111,-0.8969472,-0.7224978,1.4067954,-0.19286962,VISam
113,-0.85772073,1.730539,-0.9793634,0.0149767455,0.89662343,-0.39658058,-0.9005372,-0.71911806,1.4078951,-0.19671522,VISam
114,-0.86088395,1.7310349,-0.97540236,0.016519437,0.89538074,-0.4026547,-0.8974185,-0.72259676,1.4080161,-0.19199447,VISam
115,-0.85896486,1.7341087,-0.97062016,0.013927745,0.8954245,-0.4061141,-0.8964344,-0.72367376,1.407374,-0.19502816,VISam
116,-0.8589725,1.7325132,-0.9751238,0.015986793,0.894972,-0.40323654,-0.8957211,-0.7233555,1.4079357,-0.1949991,VISam
117,-0.8596142,1.733336,-0.97394913,0.013702591,0.89570045,-0.4051486,-0.8948456,-0.72295797,1.4073184,-0.19354172,VISam
118,-0.85898525,1.7324233,-0.9737119,0.014287368,0.8949953,-0.4024835,-0.89725065,-0.72243464,1.4086636,-0.19550286,VISam
119,-0.8588376,1.7334685,-0.9738483,0.010506869,0.89732844,-0.40457118,-0.8950726,-0.7223184,1.4070213,-0.19367623,VISam
120,-0.8594579,1.7335144,-0.9741873,0.010518854,0.897282,-0.40416956,-0.89559543,-0.72199976,1.4065013,-0.19240637,VISam
121,-0.8579553,1.7342758,-0.97213256,0.009825365,0.89660853,-0.4061451,-0.89385194,-0.72408384,1.4075701,-0.19411041,VISam
122,-0.8596704,1.7332861,-0.97436494,0.0114663625,0.8966344,-0.40304765,-0.89538866,-0.7226908,1.4069307,-0.19315645,VISam
123,-0.85905224,1.7359911,-0.9710834,0.0043331394,0.8980527,-0.40511292,-0.89337856,-0.7225981,1.4060968,-0.19324903,VISam
124,-0.8588584,1.732492,-0.9749584,0.014414684,0.8955092,-0.40338638,-0.89597434,-0.72320026,1.4078505,-0.19388895,VISam
125,-0.85879636,1.7331879,-0.97577447,0.013762738,0.8966414,-0.40363252,-0.8950326,-0.72297496,1.4064093,-0.19379021,VISam
126,-0.85845685,1.7342112,-0.97105837,0.015220682,0.89506924,-0.40922707,-0.8948315,-0.72454345,1.4073213,-0.19370554,VISam
127,-0.8593472,1.7323681,-0.97710776,0.011313331,0.8967621,-0.4022231,-0.8948639,-0.72151524,1.4074885,-0.19287458,VISam
128,-0.85907733,1.732436,-0.9752602,0.014922661,0.8949357,-0.4027307,-0.89570147,-0.7228136,1.4083358,-0.1950473,VISam
129,-0.8605381,1.7335434,-0.9740865,0.01043296,0.89702857,-0.39959368,-0.8979022,-0.7214066,1.4060273,-0.19350438,VISam
130,-0.86044306,1.7315389,-0.97871226,0.015268209,0.8963503,-0.3999839,-0.89625895,-0.72134763,1.4067465,-0.19315855,VISam
131,-0.8591144,1.7326812,-0.9756887,0.015552074,0.8958058,-0.40281698,-0.8958707,-0.72290295,1.4070281,-0.19467275,VISam
132,-0.8608909,1.7307416,-0.97878265,0.01962988,0.89467937,-0.4006837,-0.8974946,-0.72056544,1.4076704,-0.19430248,VISam
133,-0.85925615,1.7334301,-0.97380334,0.011186737,0.8965659,-0.4031049,-0.89578897,-0.7228602,1.4070472,-0.19341607,VISam
134,-0.85909194,1.7343371,-0.9715593,0.009518567,0.89664745,-0.40660822,-0.89456373,-0.72257704,1.4074409,-0.19354351,VISam
135,-0.8594178,1.7347821,-0.9718936,0.0069028437,0.8966711,-0.40841317,-0.8921921,-0.72200733,1.4079034,-0.19233654,VISam
136,-0.8595993,1.7328426,-0.97483087,0.0108042145,0.89621055,-0.40242377,-0.89558905,-0.72258925,1.4076675,-0.19249202,VISam
137,-0.86019,1.7310303,-0.9807477,0.016310103,0.8966525,-0.39672634,-0.89811695,-0.7198829,1.4062035,-0.19453515,VISam
138,-0.85833865,1.7330406,-0.9740668,0.014224873,0.89523405,-0.40295732,-0.8962973,-0.72340477,1.4078987,-0.19533366,VISam
139,-0.8599301,1.7326492,-0.9756474,0.0110504525,0.8966289,-0.40105772,-0.8966991,-0.7214264,1.4071215,-0.19268988,VISam
140,-0.8583597,1.7329154,-0.97651124,0.010551021,0.8972696,-0.40152082,-0.8953469,-0.7230187,1.4066669,-0.19264553,VISam
141,-0.8588218,1.732171,-0.9807906,0.006936506,0.89923763,-0.3965828,-0.8956643,-0.7198732,1.4059175,-0.19253041,VISam
142,-0.8591168,1.732998,-0.97545433,0.009114499,0.89645296,-0.40363947,-0.89466363,-0.7210496,1.4081806,-0.19282186,VISam
143,-0.85820884,1.7324766,-0.9745812,0.015094881,0.89487517,-0.40478888,-0.8952874,-0.72351146,1.4086785,-0.19474816,VISam
144,-0.8582767,1.73232,-0.97492766,0.017193658,0.89417183,-0.40522707,-0.8959093,-0.72329617,1.4086138,-0.19466226,VISam
145,-0.8596702,1.7341952,-0.97422284,0.007931288,0.89846677,-0.40139008,-0.8962425,-0.72163,1.4052961,-0.19273382,VISam
146,-0.8581885,1.7340857,-0.9754188,0.0074119447,0.8980498,-0.40338564,-0.8941751,-0.72161716,1.406461,-0.19322379,VISam
147,-0.8589074,1.7316334,-0.9788416,0.012704806,0.8962797,-0.39844817,-0.8962339,-0.7212752,1.4078207,-0.19473259,VISam
148,-0.85907793,1.7327294,-0.9740747,0.016389286,0.89508176,-0.40361995,-0.8962138,-0.7242976,1.4074384,-0.19435519,VISam
149,-0.86006016,1.7312549,-0.9789259,0.013082062,0.8968851,-0.39820325,-0.89639646,-0.72101086,1.4073417,-0.19396801,VISam
150,-0.86052907,1.7306457,-0.98129135,0.012400073,0.8976624,-0.3959437,-0.8970433,-0.71988004,1.4066497,-0.19267157,VISam
151,-0.8586477,1.7331458,-0.9746135,0.011080294,0.8964364,-0.40281403,-0.8953847,-0.7233239,1.407411,-0.19328973,VISam
152,-0.8587906,1.7314396,-0.97708917,0.017559988,0.89531535,-0.40340084,-0.89533615,-0.723368,1.4080453,-0.19437602,VISam
153,-0.8588499,1.734094,-0.9723446,0.009558043,0.8965358,-0.40626383,-0.89488006,-0.7224658,1.4074671,-0.19285148,VISam
154,-0.8600205,1.7333254,-0.97386295,0.013017731,0.8967156,-0.4032529,-0.8965785,-0.7225395,1.4062289,-0.19303235,VISam
155,-0.858604,1.7338979,-0.97132,0.011184272,0.896793,-0.40290737,-0.89740473,-0.724605,1.4065475,-0.1935818,VISam
156,-0.8586394,1.7332544,-0.97566867,0.007030075,0.8980579,-0.40360963,-0.89401156,-0.72119856,1.4073751,-0.19259,VISam
157,-0.86030984,1.7319237,-0.9773128,0.014503414,0.89650553,-0.3978917,-0.8975235,-0.7220368,1.4065045,-0.19436182,VISam
158,-0.8598423,1.7319872,-0.97688264,0.01399206,0.8956642,-0.40098843,-0.89603275,-0.7217426,1.4078264,-0.19398107,VISam
159,-0.859603,1.7339795,-0.9726423,0.008511665,0.89639074,-0.405482,-0.89421463,-0.7227919,1.4076644,-0.19181228,VISam
160,-0.85828054,1.7343091,-0.9728108,0.01083954,0.89679617,-0.40564102,-0.89464325,-0.72389805,1.4065901,-0.19326094,VISam
161,-0.85979694,1.7323095,-0.9750639,0.014076396,0.8950834,-0.40100974,-0.8973706,-0.7218026,1.4081198,-0.19454393,VISam
162,-0.85870993,1.7335306,-0.974054,0.011871177,0.89668304,-0.40528977,-0.8943517,-0.72337496,1.4070356,-0.19334051,VISam
163,-0.8591203,1.7324421,-0.9755983,0.016802954,0.8951199,-0.40335333,-0.8957247,-0.7232613,1.4075353,-0.1948434,VISam
164,-0.8587265,1.7324415,-0.974299,0.016148498,0.89452696,-0.40515643,-0.89561653,-0.7236586,1.4085016,-0.19416049,VISam
165,-0.8582069,1.7351397,-0.9735006,0.0034417347,0.8978548,-0.40293708,-0.893659,-0.7213273,1.4071265,-0.1939316,VISam
166,-0.8590354,1.7332339,-0.9721908,0.013773657,0.89582205,-0.40500087,-0.89632726,-0.72354245,1.4076223,-0.19435549,VISam
167,-0.85928684,1.7323595,-0.9768049,0.012872162,0.8965648,-0.40206766,-0.89618737,-0.72206444,1.4068643,-0.19225025,VISam
168,-0.85877687,1.7333326,-0.9744436,0.011180767,0.89696753,-0.4059231,-0.8939617,-0.72269493,1.4072623,-0.19294211,VISam
169,-0.8590356,1.7338803,-0.97492266,0.005997266,0.8983985,-0.40267813,-0.8933375,-0.7228647,1.4065845,-0.192022,VISam
170,-0.8562521,1.7325752,-0.9745984,0.0065056365,0.89673644,-0.4026157,-0.8953621,-0.72291774,1.409641,-0.19371285,VISam
171,-0.85857916,1.733523,-0.97288454,0.013813017,0.89495456,-0.40765885,-0.89454633,-0.7222728,1.4085579,-0.19490659,VISam
172,-0.8586276,1.733654,-0.9735273,0.009552108,0.8963356,-0.40250838,-0.8954114,-0.7213415,1.4082808,-0.19640508,VISam
173,-0.8594098,1.7329612,-0.9747306,0.015687048,0.8956874,-0.4019134,-0.8972305,-0.72271633,1.4066808,-0.19501643,VISam
174,-0.8591314,1.7337754,-0.9728685,0.009623458,0.8961629,-0.40438327,-0.8953905,-0.72242385,1.4077634,-0.19312729,VISam
175,-0.8592953,1.7323916,-0.97574425,0.013585583,0.8962969,-0.40198448,-0.8961154,-0.7232107,1.4070951,-0.19301905,VISam
176,-0.8612097,1.7322134,-0.9767046,0.01216347,0.8971447,-0.39974985,-0.8969432,-0.72066844,1.4064138,-0.19265766,VISam
177,-0.86014545,1.7318993,-0.9775884,0.014185623,0.8962312,-0.3990318,-0.8971222,-0.722299,1.4066392,-0.19276832,VISam
178,-0.85840315,1.7338859,-0.97052646,0.008552039,0.89604276,-0.40581605,-0.8962519,-0.7223983,1.4087294,-0.1938138,VISam
179,-0.8591541,1.7324367,-0.9770419,0.0120185735,0.89769405,-0.40106887,-0.89639115,-0.72155875,1.406259,-0.1931942,VISam
180,-0.8601394,1.7328212,-0.97531956,0.015964378,0.8958532,-0.40317842,-0.89633447,-0.7222636,1.4064878,-0.19389097,VISam
181,-0.85899407,1.7340208,-0.9740682,0.012689677,0.89631003,-0.40399808,-0.89492387,-0.7228051,1.4065772,-0.19480714,VISam
182,-0.8594983,1.7341037,-0.97268933,0.012175662,0.8964754,-0.40563402,-0.8949273,-0.7228926,1.406647,-0.19376014,VISam
183,-0.8582564,1.7332443,-0.97287416,0.014572571,0.8957447,-0.40525165,-0.89599603,-0.7237788,1.4075836,-0.1949881,VISam
184,-0.86080223,1.7325798,-0.976801,0.0112542175,0.89642686,-0.40135464,-0.89578944,-0.7196801,1.4073249,-0.19315952,VISam
185,-0.8598317,1.7341439,-0.97267306,0.007839721,0.8975945,-0.40427563,-0.8956202,-0.7223643,1.406305,-0.19111775,VISam
186,-0.85926574,1.7346474,-0.97191685,0.010610296,0.8965679,-0.4049507,-0.8952179,-0.723214,1.4064586,-0.19371925,VISam
187,-0.85823536,1.7325238,-0.9777291,0.00932172,0.8970363,-0.40106046,-0.8942503,-0.72189236,1.4078217,-0.1935351,VISam
188,-0.8606246,1.7323685,-0.9783356,0.012653482,0.89690113,-0.40089458,-0.8952632,-0.720152,1.4065343,-0.19318718,VISam
189,-0.8602747,1.732762,-0.97558844,0.012673762,0.8969445,-0.40196458,-0.8956432,-0.7223598,1.406486,-0.19303411,VISam
190,-0.85906786,1.7341058,-0.97346026,0.005865815,0.8975754,-0.40102586,-0.8953727,-0.72188777,1.4072378,-0.19397004,VISam
191,-0.85991096,1.7312117,-0.9791275,0.013727406,0.8960122,-0.39999628,-0.8960569,-0.7210234,1.4077824,-0.19261807,VISam
192,-0.85907966,1.7321317,-0.97535294,0.015727658,0.89511245,-0.4021362,-0.896791,-0.7228618,1.4080148,-0.19476484,VISam
193,-0.84008753,1.732311,-1.003219,0.051272724,0.8744586,-0.3970651,-0.90134704,-0.73179144,1.4062667,-0.19079937,MB
194,-0.8455924,1.7335277,-0.9952682,0.052435607,0.8731047,-0.3966199,-0.8970181,-0.7348947,1.4082109,-0.1978855,MB
