,embeddings
558,"[ 0.9869571   1.9427589  -0.8935409  -0.78326154  0.72841305  0.6802809
 -0.53900754 -0.8805222  -0.6884745  -0.5536029 ]"
559,"[ 1.0821779   1.8826106  -0.9370015  -0.80635566  0.77734435  0.6023203
 -0.45539847 -0.8905633  -0.60244685 -0.6526867 ]"
560,"[ 1.1880679   1.7974204  -0.9130889  -0.6913781   0.7235397   0.6756092
 -0.41384396 -0.91884834 -0.762067   -0.6854098 ]"
561,"[ 1.1363883   1.9118077  -0.94953924 -0.68384796  0.71073425  0.5258777
 -0.36529166 -0.88241976 -0.6501488  -0.7535607 ]"
562,"[ 1.0619807   1.8691944  -0.9197438  -0.7413146   0.7442159   0.6871705
 -0.42540967 -0.9348499  -0.7051648  -0.63607955]"
563,"[-0.6552713  -1.3425559   1.6052775   1.1444019  -0.76431984 -0.87446535
 -0.16903037  1.2115425   0.032227   -0.18780632]"
564,"[ 0.91638696  1.9644184  -0.8490751  -0.7441417   0.7977392   0.6663075
 -0.56033343 -0.86346304 -0.71464807 -0.61319095]"
565,"[ 0.9390604   1.9894814  -0.863662   -0.7142665   0.74015534  0.65177953
 -0.5470003  -0.8576076  -0.69769704 -0.6402441 ]"
566,"[ 1.0848454   1.9260371  -0.9513228  -0.59690326  0.7104996   0.55898446
 -0.3429296  -0.8933722  -0.7625368  -0.7333021 ]"
567,"[-0.8465531  -1.2931374   1.415882    1.636224   -0.5090719  -0.3850871
 -0.31711745  1.0472142  -0.22499663 -0.52335644]"
568,"[ 1.1928465   1.7812977  -0.99887794 -0.85285354  0.6707939   0.679202
 -0.4062053  -0.9725371  -0.7183199  -0.37534642]"
569,"[ 1.2959234   1.2209461  -0.9395889  -0.6422496   1.0251219   1.0161332
 -0.34514552 -0.9472838  -0.7497323  -0.93412507]"
570,"[-0.9904455  -0.9715768   1.3732959   1.2359251  -0.97889185 -0.94358003
 -0.11703202  1.3407134   0.01009925  0.04149285]"
571,"[ 1.1488084   1.9167383  -0.93390733 -0.7386453   0.6854964   0.52667475
 -0.36352786 -0.89439046 -0.6448354  -0.702412  ]"
572,"[ 1.0970106   1.8897495  -0.93562585 -0.73397696  0.72121644  0.60958314
 -0.36396527 -0.9283935  -0.7341109  -0.6214876 ]"
573,"[ 1.0426956   1.8949652  -0.9213879  -0.7485907   0.734717    0.6777628
 -0.42919448 -0.91275376 -0.6870236  -0.65119046]"
574,"[ 1.0587304   1.8907036  -0.90809053 -0.74476695  0.7336288   0.67387986
 -0.5272043  -0.9066086  -0.74919343 -0.52107894]"
575,"[ 0.94444454  1.9561507  -0.88543373 -0.74868363  0.78928643  0.64406013
 -0.49863732 -0.8823152  -0.69380146 -0.6250702 ]"
576,"[-0.960494   -0.96026015  1.4014452   1.1994781  -0.9732347  -0.9702011
 -0.11262494  1.3605895   0.0137024   0.00159931]"
577,"[ 1.1294491   1.9228057  -1.0068803  -0.6614266   0.68750226  0.49659762
 -0.28123477 -0.9126413  -0.7015849  -0.6725869 ]"
578,"[ 0.9899215   1.9633151  -0.8964736  -0.65345854  0.75145805  0.5910738
 -0.3873652  -0.8831576  -0.702844   -0.7724696 ]"
579,"[ 1.0400251   1.9151942  -0.9411101  -0.71170896  0.71517086  0.65661895
 -0.4103777  -0.9044956  -0.73040783 -0.628909  ]"
580,"[ 1.0522372   1.88543    -0.9137252  -0.7708964   0.7293712   0.69464284
 -0.46990025 -0.90644866 -0.7046042  -0.59610635]"
581,"[ 1.1694132   1.9122766  -0.93828195 -0.6345339   0.76487595  0.41915178
 -0.3954162  -0.8358572  -0.6646672  -0.79696155]"
582,"[-0.32663774 -1.4132293  -0.12028296  1.623458    0.99166375  1.2527211
 -0.06536223 -0.12999538 -0.7840026  -1.0283331 ]"
583,"[-0.94089484 -1.0348011   1.4432821   1.2521328  -0.92954427 -0.9014317
 -0.1379273   1.3021777  -0.01471221 -0.03828102]"
584,"[ 1.1054748   1.8682194  -0.90441144 -0.67922205  0.76288396  0.62743074
 -0.4506767  -0.8933049  -0.71919227 -0.71720105]"
585,"[ 1.2162706   1.7506468  -0.94059306 -0.76615626  0.80261385  0.61766165
 -0.385279   -0.9550327  -0.6676975  -0.6724348 ]"
586,"[-0.7329557  -1.3246382   1.3342681   1.6255429  -0.58017915 -0.5139782
 -0.27220944  1.1555517  -0.21107109 -0.48033088]"
587,"[-0.86616457 -1.2465456   1.3606664   1.6724415  -0.4911526  -0.39197028
 -0.3062321   1.0807697  -0.23101036 -0.5808021 ]"
588,"[-0.9574779  -0.99470294  1.4563308   1.2284535  -0.9470576  -0.9190706
 -0.13388334  1.3051826  -0.01357835 -0.02419615]"
589,"[ 1.0901201   1.8956456  -0.91869324 -0.7265094   0.769222    0.57414764
 -0.40171105 -0.8942481  -0.6750372  -0.7129367 ]"
590,"[ 1.2067676   1.8033521  -0.984221   -0.7046057   0.69666255  0.61931586
 -0.28770792 -0.9285959  -0.67213535 -0.7488323 ]"
591,"[ 1.1717409   1.8366431  -0.9848028  -0.76239324  0.7110469   0.58898264
 -0.31097662 -0.95600224 -0.67892134 -0.61531746]"
592,"[ 1.0851014   1.8933843  -0.9619354  -0.8237913   0.75264716  0.5890099
 -0.5177445  -0.898405   -0.6587268  -0.4595392 ]"
593,"[ 1.0784761   1.8863991  -0.95593905 -0.8286185   0.68909264  0.6748662
 -0.5212312  -0.9154013  -0.66469926 -0.44294563]"
594,"[ 0.9192394   1.8887869  -0.8803057  -0.74347     0.82184225  0.7698887
 -0.5440259  -0.89221764 -0.7028763  -0.63686126]"
595,"[ 1.252343    1.7769912  -0.99030423 -0.7947878   0.71126276  0.578221
 -0.32999727 -0.97226954 -0.68229795 -0.5491611 ]"
596,"[ 0.9693832   1.7565826  -0.92585504 -0.80982184  0.9317722   0.8035093
 -0.745976   -0.8918201  -0.5908869  -0.49688798]"
597,"[ 1.0779831   1.8662783  -0.9043195  -0.72279364  0.774816    0.6643081
 -0.5133051  -0.89497596 -0.6804568  -0.6675347 ]"
598,"[ 1.1920604   0.48363963 -0.6688809   0.1136206   1.5400035   0.90192896
 -0.3451871  -0.926644   -0.9232663  -1.3672758 ]"
599,"[ 0.90842134  1.9936035  -0.8627822  -0.7759956   0.7609098   0.64984745
 -0.5951374  -0.87305933 -0.6702114  -0.535597  ]"
600,"[ 1.0403999   1.6599826  -0.90707994 -0.91818285  0.83833045  0.8900876
 -0.36841384 -1.0498394  -0.7669631  -0.4183223 ]"
601,"[ 1.2588094   1.6371572  -0.98826325 -0.9068698   0.7895861   0.72491693
 -0.38628262 -0.98896277 -0.64047474 -0.49961674]"
602,"[ 1.083514    1.8815715  -0.90863615 -0.76315284  0.71275616  0.6691016
 -0.42825255 -0.93383247 -0.70357966 -0.6094894 ]"
603,"[ 1.0667332   1.9002255  -0.9005222  -0.709672    0.7662504   0.6134199
 -0.4512616  -0.9003826  -0.6985939  -0.68619674]"
604,"[ 1.0638224   1.9133079  -0.94007653 -0.77592033  0.72570366  0.605393
 -0.42168602 -0.9253183  -0.72075826 -0.52446777]"
605,"[ 1.1416618   1.8724256  -0.94838804 -0.7307964   0.70725054  0.58755636
 -0.32442713 -0.9174913  -0.66494757 -0.72284395]"
606,"[ 1.0045195   1.8734156  -0.9506967  -0.8286446   0.7603811   0.7194658
 -0.6352335  -0.91088283 -0.63635534 -0.39596844]"
607,"[ 1.1457465   1.8448732  -0.9564087  -0.77359337  0.70847285  0.6368845
 -0.36727822 -0.94194394 -0.653474   -0.64327914]"
608,"[ 1.1222118   1.8383182  -0.9285038  -0.7403776   0.7521967   0.64688504
 -0.36439866 -0.9167588  -0.70277363 -0.7067987 ]"
609,"[-0.12252145 -1.0004389   0.27714217  1.4334365   1.5689739   0.8775746
 -0.73107725 -0.45645407 -0.6293001  -1.2173346 ]"
610,"[ 1.0537432   1.8499618  -0.9202392  -0.7431322   0.73457885  0.7496254
 -0.45697504 -0.91828483 -0.72094303 -0.6283348 ]"
611,"[ 0.8319638   1.2513494  -0.7742162  -0.7784656   1.150654    1.3718424
 -0.7561859  -0.76340073 -0.7743106  -0.7592304 ]"
612,"[ 1.0469465   1.8990221  -0.8965223  -0.7765719   0.74622375  0.66993636
 -0.5212933  -0.8934511  -0.6773256  -0.5969646 ]"
613,"[ 1.1291776   1.8703272  -0.87681985 -0.67017317  0.77552295  0.57286996
 -0.4361003  -0.8974855  -0.67409444 -0.7932247 ]"
614,"[ 1.1471221   1.8235904  -0.9279641  -0.7496321   0.75249547  0.65031004
 -0.42304018 -0.93156683 -0.6764794  -0.6648352 ]"
615,"[ 1.1303916   1.8131196  -0.90647316 -0.68762535  0.8000633   0.64188015
 -0.41308737 -0.89630044 -0.65135795 -0.8306111 ]"
616,"[ 1.0053197   1.855541   -0.8806967  -0.74980915  0.79088664  0.75633436
 -0.5534987  -0.9170845  -0.72203493 -0.5849588 ]"
617,"[ 1.0697578   1.9167637  -0.8994262  -0.77607536  0.73117673  0.6112482
 -0.45754546 -0.9008876  -0.68394506 -0.61106735]"
618,"[-0.9669253  -0.9298216   1.4334155   1.1391841  -0.99117213 -0.9969015
 -0.10360195  1.3637232   0.02609958  0.02600024]"
619,"[ 1.1080232   1.8749018  -0.90339947 -0.6832241   0.7488667   0.6107349
 -0.38777143 -0.90648496 -0.7278773  -0.73376906]"
620,"[ 1.3393208  -0.26298803 -0.78287345 -0.53312874  1.392964    1.5445759
 -0.7138568  -0.50628054 -0.5713581  -0.9063751 ]"
621,"[ 0.9774731   1.8993119  -0.87893957 -0.72847897  0.81818     0.68236905
 -0.48571482 -0.8868549  -0.6891896  -0.7081562 ]"
622,"[ 1.0622417   1.8824435  -0.9314508  -0.783292    0.6894485   0.7078822
 -0.45323706 -0.92415005 -0.74717224 -0.5027141 ]"
623,"[ 1.0546273   1.8956782  -0.9175663  -0.7604003   0.7620606   0.6416916
 -0.46191877 -0.8882083  -0.67165303 -0.6543117 ]"
624,"[ 1.1718054   1.7949384  -0.92956156 -0.7438483   0.7186868   0.69325095
 -0.39594597 -0.94209015 -0.75974923 -0.60748565]"
625,"[ 1.1590486   1.7508514  -0.97106117 -0.87643456  0.78380674  0.6844081
 -0.39933088 -0.9879069  -0.6356291  -0.5077518 ]"
626,"[ 1.2045963   1.6698165  -0.99041796 -0.8482703   0.8237106   0.7145946
 -0.3842596  -1.014021   -0.6322467  -0.54350287]"
627,"[ 1.0508829   1.8628848  -0.8692024  -0.6997357   0.79467756  0.6780064
 -0.45253512 -0.9031546  -0.7337579  -0.7280656 ]"
628,"[ 0.928048    1.9548311  -0.8747153  -0.7681501   0.788596    0.6679089
 -0.5352739  -0.88162273 -0.71630293 -0.56331885]"
629,"[ 1.1805222   1.8273672  -0.90552497 -0.68508476  0.78059864  0.5686913
 -0.40764326 -0.90698034 -0.6929935  -0.75895333]"
630,"[ 1.2733893   1.5378518  -1.038131   -0.86942023  0.9081078   0.764345
 -0.6476417  -0.91545975 -0.52008164 -0.49295953]"
631,"[ 0.9786465   1.9525052  -0.88001186 -0.8082145   0.7548021   0.63595945
 -0.48724493 -0.90181196 -0.6606955  -0.583935  ]"
632,"[ 1.2383847   1.7717941  -0.9367922  -0.73368126  0.7025088   0.6471696
 -0.34562707 -0.94547117 -0.7622253  -0.63606006]"
633,"[ 1.5653985  -0.7121912   0.2125608  -0.18298846  1.3810381   0.8932167
 -0.72686774 -0.26517728 -0.6848185  -1.4801723 ]"
634,"[-0.807084   -1.2378935   0.74189276  2.0780518  -0.39016986 -0.38089824
 -0.28813523  1.0814047  -0.19856034 -0.5986082 ]"
635,"[ 1.1033015   1.869333   -0.9117968  -0.715715    0.7496485   0.6514713
 -0.50177115 -0.8830903  -0.6827212  -0.67866   ]"
636,"[ 1.1182345   1.9631609  -0.9568092  -0.58603454  0.6793899   0.47301224
 -0.36393374 -0.8716905  -0.7234209  -0.7319081 ]"
637,"[ 1.0716691   1.9220402  -0.9184063  -0.69484687  0.7450412   0.59174156
 -0.4724315  -0.87165135 -0.6839661  -0.6891893 ]"
638,"[ 1.0444583   1.8950313  -0.9033393  -0.7471678   0.75887036  0.6532612
 -0.42507476 -0.9082416  -0.6806617  -0.68713605]"
639,"[ 1.1108364   1.8802961  -0.9225914  -0.7451033   0.75737464  0.6110346
 -0.53176105 -0.87828475 -0.66859466 -0.61320674]"
640,"[ 1.1585156   1.8359225  -0.9412507  -0.7118852   0.7516321   0.6076783
 -0.38884175 -0.9017682  -0.6746945  -0.73530763]"
641,"[ 1.2318025   1.5853095  -0.97746164 -0.8871164   0.8915801   0.77570206
 -0.55214816 -0.94753593 -0.5738763  -0.5462552 ]"
642,"[-0.84942997 -1.1775485   1.2710855   1.4607921  -0.83998454 -0.88618433
 -0.15300918  1.2711989   0.01205473 -0.10897453]"
643,"[-0.8618552  -1.2905104   1.1145332   2.0028574  -0.309355   -0.23947309
 -0.35029486  0.7860331  -0.22389586 -0.6280396 ]"
644,"[ 1.0355396   1.9144853  -0.9061754  -0.69204986  0.7272962   0.65608346
 -0.4042813  -0.91381335 -0.72177255 -0.69531196]"
645,"[ 1.0358061   1.8792785  -0.92506826 -0.73019177  0.7493838   0.70325357
 -0.4517571  -0.9176046  -0.7054829  -0.6376175 ]"
646,"[ 1.0750908   1.8925947  -0.9325866  -0.76473737  0.7250971   0.6330501
 -0.39688802 -0.93750536 -0.70789313 -0.5862224 ]"
647,"[ 1.1699371   1.826704   -0.9145948  -0.6485051   0.7312746   0.6274105
 -0.37160948 -0.9088888  -0.72333145 -0.7883969 ]"
648,"[ 0.89089495  1.9263198  -0.87175554 -0.7763584   0.7919774   0.760885
 -0.5676644  -0.89090765 -0.71136945 -0.55202204]"
649,"[ 1.0118116   1.9090986  -0.8878652  -0.75915307  0.7811865   0.65790844
 -0.4952472  -0.89955014 -0.6763226  -0.6418667 ]"
650,"[ 1.4385235   1.16513    -0.8841685  -0.6245781   1.1522087   0.80531824
 -0.5807505  -0.8924014  -0.640594   -0.93868834]"
651,"[ 1.25938     1.7681962  -1.0045463  -0.79798377  0.70430017  0.55580693
 -0.25112072 -1.0074925  -0.6693484  -0.55719215]"
652,"[ 1.0858017   1.874088   -0.926165   -0.7870915   0.70977855  0.6692572
 -0.47038382 -0.928188   -0.7621519  -0.4649455 ]"
653,"[ 1.1816736   1.8501947  -0.9573538  -0.7522152   0.73395365  0.55719906
 -0.38808912 -0.91851616 -0.63465196 -0.672195  ]"
654,"[-0.71144044 -1.1340148  -0.18695682  1.6719453   1.0097994   1.4288496
 -0.36773497 -0.2049474  -0.6993442  -0.8061566 ]"
655,"[ 0.98455495  1.9199494  -0.87263566 -0.7359718   0.79348737  0.6662384
 -0.5027185  -0.8753689  -0.6901722  -0.6873636 ]"
656,"[ 1.1101322   1.8869224  -0.9213047  -0.71399367  0.74576354  0.5779851
 -0.36842296 -0.91961694 -0.68415976 -0.71330553]"
657,"[ 0.92165685  1.9431701  -0.84509826 -0.75012314  0.7915287   0.70593
 -0.5447228  -0.8778421  -0.70174325 -0.6427553 ]"
658,"[ 1.1514173   1.8721149  -0.9808412  -0.68365455  0.6815814   0.60179996
 -0.35172796 -0.9268408  -0.69754505 -0.66630334]"
659,"[ 1.2036663   1.872806   -0.9559729  -0.68975407  0.70601684  0.49579915
 -0.33307832 -0.921847   -0.6793503  -0.698286  ]"
660,"[ 1.1675128   1.9100174  -0.9641074  -0.7650776   0.7018941   0.48674756
 -0.37561426 -0.89553034 -0.63937724 -0.6264649 ]"
661,"[ 1.0647575   1.9689877  -0.95449334 -0.6681896   0.71589154  0.4531554
 -0.24427864 -0.9031939  -0.6377721  -0.7948641 ]"
662,"[ 1.300565    1.7908844  -0.9747271  -0.7087733   0.7087094   0.49402505
 -0.30868068 -0.9320966  -0.6910317  -0.67887366]"
663,"[ 1.0782017   1.96861    -0.91481155 -0.71993864  0.7074908   0.5176054
 -0.43722087 -0.8822082  -0.67819    -0.639539  ]"
664,"[ 0.94219667  1.974332   -0.87677276 -0.78396565  0.751239    0.64849204
 -0.5330297  -0.8847446  -0.69993174 -0.53781605]"
665,"[ 1.1536473   1.8769857  -0.9485039  -0.76226526  0.72137827  0.5667559
 -0.4009764  -0.8925822  -0.6229128  -0.691527  ]"
666,"[-0.93743545 -1.0874482   1.4520308   1.3220984  -0.889298   -0.82706183
 -0.16195706  1.2542505  -0.0515872  -0.07359228]"
667,"[ 1.0990467   1.846395   -0.9435133  -0.7284112   0.7526359   0.6773851
 -0.44700077 -0.9057925  -0.721654   -0.62909126]"
668,"[ 1.07363     1.8409249  -0.898886   -0.7257341   0.7966781   0.69306004
 -0.5071525  -0.8984622  -0.6955154  -0.67854315]"
669,"[ 1.1954607   1.8202612  -0.9465073  -0.668656    0.70982397  0.59076995
 -0.27942428 -0.9435889  -0.71904624 -0.7590924 ]"
670,"[-0.910179   -1.1647663   1.3889457   1.4722548  -0.80525196 -0.69339436
 -0.20338039  1.2232155  -0.10854424 -0.19889976]"
671,"[ 1.0009447   1.9329295  -0.8552385  -0.723386    0.82013243  0.6005395
 -0.5402373  -0.83926237 -0.66151077 -0.7349111 ]"
672,"[ 1.0653105   1.8954514  -0.9116104  -0.71519154  0.7246089   0.66792864
 -0.47619417 -0.9064615  -0.7322058  -0.61163646]"
673,"[ 1.2591549   1.7250394  -1.0208445  -0.843428    0.72435915  0.58785266
 -0.25571656 -1.0375918  -0.6802245  -0.45860064]"
674,"[-0.94538414 -1.1035067   1.3596447   1.435973   -0.8564093  -0.7582564
 -0.18157186  1.2690759  -0.07934051 -0.14022484]"
675,"[-0.9882156  -1.0370872   1.2357855   1.4799731  -0.90870386 -0.8670073
 -0.1424834   1.2769538  -0.00429441 -0.04492048]"
676,"[ 1.1839501   1.8207277  -0.926711   -0.7375426   0.7346964   0.6217632
 -0.40154293 -0.92092335 -0.6764053  -0.69801205]"
677,"[-0.9765082  -0.9358176   1.4370576   1.1552135  -0.98837245 -0.97770584
 -0.1070304   1.3512418   0.02576461  0.01615694]"
678,"[ 1.0798584   1.899226   -0.87087715 -0.70221823  0.7519309   0.6330622
 -0.50742924 -0.8520247  -0.69257677 -0.7389513 ]"
679,"[ 1.1120651   1.9086157  -0.93196297 -0.6211654   0.7189155   0.5449264
 -0.32527214 -0.8952963  -0.7126617  -0.7981648 ]"
680,"[ 1.2781881   1.7579021  -0.9440418  -0.6691688   0.7508775   0.56306905
 -0.34335557 -0.9220577  -0.6830797  -0.7883333 ]"
681,"[ 1.1127139   1.518607   -0.8956534  -0.7951834   0.98705363  0.8834759
 -0.28287375 -1.0321583  -0.77990323 -0.7160778 ]"
682,"[ 1.2073231   1.7816864  -0.9802328  -0.81637514  0.75235105  0.62325865
 -0.42951918 -0.93845713 -0.6215346  -0.57850045]"
683,"[ 1.1233752   1.880374   -0.91543436 -0.70200235  0.7443512   0.56916803
 -0.34743625 -0.9149662  -0.6840193  -0.7534092 ]"
684,"[ 1.190263    1.767495   -0.9750861  -0.8442916   0.82198876  0.59402084
 -0.4227154  -0.9322325  -0.5973363  -0.6021061 ]"
685,"[ 0.99896854  1.9723686  -0.9017385  -0.79528314  0.74778116  0.5647714
 -0.47737604 -0.90574455 -0.68936074 -0.5143867 ]"
686,"[ 1.1969241   1.8041275  -0.92470723 -0.71340126  0.7246415   0.63903165
 -0.38035634 -0.9354972  -0.70023835 -0.71052414]"
687,"[ 0.9356468   1.9059304  -0.87522596 -0.7862368   0.78712654  0.7460453
 -0.5074298  -0.906692   -0.7134752  -0.5856892 ]"
688,"[ 0.9051321   1.9717207  -0.84861916 -0.7735145   0.76770073  0.689087
 -0.54592997 -0.88942057 -0.69712496 -0.5790307 ]"
689,"[-0.99019223 -0.91025054  1.3679655   1.1286591  -1.0227429  -1.0360136
 -0.09104986  1.3783443   0.04923297  0.1260471 ]"
690,"[ 0.9687205   1.901616   -0.862521   -0.701918    0.8082433   0.7106135
 -0.538546   -0.8718651  -0.69679487 -0.7175474 ]"
691,"[ 1.1657724   1.8890902  -0.93627656 -0.6813837   0.73497844  0.5092809
 -0.38591877 -0.85985935 -0.6373108  -0.79837286]"
692,"[ 1.0806533   1.9064487  -0.90765536 -0.7082271   0.7401549   0.6017139
 -0.41754305 -0.90999293 -0.6895506  -0.69600195]"
693,"[-0.8897544  -1.3135579   0.9386238   1.9443954  -0.3460635  -0.2895435
 -0.30654484  1.0437135  -0.13654575 -0.6447227 ]"
694,"[ 1.0779055   1.8863716  -0.9209083  -0.7670738   0.75062007  0.6385265
 -0.46504477 -0.89964    -0.66615903 -0.6345983 ]"
695,"[ 1.162995    1.762999   -0.9994527  -0.87154067  0.7277298   0.707774
 -0.42287284 -0.96453196 -0.67940867 -0.42369077]"
696,"[ 1.1446161   1.8547517  -0.952964   -0.7670922   0.74177927  0.58947057
 -0.38828552 -0.93605614 -0.66880864 -0.6174105 ]"
697,"[ 1.2839923   1.6897696  -1.0023671  -0.7624899   0.81625354  0.5854056
 -0.3463514  -0.9738467  -0.65162224 -0.6387443 ]"
698,"[ 1.2518429   1.3966341  -0.9540121  -0.8150687   0.99132186  0.9182351
 -0.43980932 -0.96354586 -0.7017311  -0.6838658 ]"
699,"[ 1.1802461   1.8483992  -0.98453766 -0.71382016  0.71819097  0.55886716
 -0.31894428 -0.91801316 -0.6844636  -0.68592423]"
700,"[ 1.082271    1.854102   -0.9144755  -0.7442652   0.792918    0.6319887
 -0.38936096 -0.91442597 -0.6417551  -0.75699705]"
701,"[-0.9894854  -0.8825166   1.3645979   1.0958589  -1.0350279  -1.0610074
 -0.08006228  1.3984317   0.06214101  0.1270703 ]"
702,"[ 1.24244     1.8254936  -0.9572192  -0.66449004  0.7495903   0.4703967
 -0.308916   -0.8854525  -0.6351121  -0.8367317 ]"
703,"[ 0.96947175  1.9218308  -0.86110765 -0.71734196  0.80503374  0.675697
 -0.5433134  -0.8720655  -0.7056348  -0.6725708 ]"
704,"[ 1.2197161   1.8754822  -0.96901906 -0.60878944  0.69558316  0.46101055
 -0.2971586  -0.8703566  -0.6887191  -0.8177487 ]"
705,"[ 1.1465586   1.8716124  -0.951433   -0.8230549   0.6806206   0.59891194
 -0.39051884 -0.9514008  -0.69668716 -0.48460767]"
706,"[ 1.091033    1.9260635  -0.9045328  -0.7455161   0.78846043  0.49251956
 -0.4181116  -0.874558   -0.63560903 -0.71974885]"
707,"[ 1.1370469   1.8390776  -0.91789716 -0.7858791   0.78052175  0.60310185
 -0.4163271  -0.91960275 -0.6319407  -0.6881021 ]"
708,"[-0.9420134  -1.083274    1.4262019   1.3230336  -0.8920725  -0.8236146
 -0.15904246  1.2827581  -0.04305457 -0.08892212]"
709,"[-0.973456   -0.90619445  1.4106387   1.1333108  -1.0016733  -1.0117244
 -0.09671313  1.3851906   0.03353103  0.0270905 ]"
710,"[ 1.2034875   1.4668984  -1.0039885  -0.8947528   0.95577437  0.9089739
 -0.5848614  -0.9482749  -0.5802447  -0.5230121 ]"
711,"[-0.97847444 -0.9689044   1.4191716   1.2043347  -0.97204155 -0.94200593
 -0.12054645  1.3387928   0.00756634  0.0121072 ]"
712,"[ 1.1107991   1.8201518  -0.95530826 -0.7739809   0.7515858   0.6978104
 -0.42640802 -0.93031436 -0.69580066 -0.59853536]"
713,"[ 1.464619    1.5498283  -1.0705546  -0.7550028   0.77540046  0.4687992
 -0.0910603  -0.99838996 -0.6084573  -0.73518306]"
714,"[ 1.1305225   1.8439894  -0.93278503 -0.73114645  0.7693187   0.6117373
 -0.39609835 -0.92045766 -0.66179675 -0.7132836 ]"
715,"[-0.67820317 -1.4318594   1.2215128   1.7464176  -0.45283616 -0.4352516
 -0.29726973  1.0553559  -0.15631919 -0.571547  ]"
716,"[ 1.1653959   1.8286507  -0.9568526  -0.77182084  0.69941604  0.6769106
 -0.4777634  -0.89894843 -0.66963977 -0.59534836]"
717,"[ 0.9551921   1.7775859  -0.9156093  -0.86891973  0.9208391   0.78608453
 -0.5899056  -0.94043535 -0.60442877 -0.5204032 ]"
718,"[ 1.1449239   1.8194405  -0.90335524 -0.7508176   0.77233964  0.6472127
 -0.42699388 -0.91740716 -0.69851094 -0.68683153]"
719,"[ 1.1546369   1.8468435  -0.92880785 -0.6285224   0.73111486  0.59306747
 -0.33395    -0.90520394 -0.6874855  -0.84169304]"
720,"[ 1.249731    1.805178   -0.986531   -0.7096507   0.7502066   0.496722
 -0.30824026 -0.92287487 -0.6579172  -0.71662384]"
721,"[ 1.1391293   1.8252276  -0.9419074  -0.7662928   0.69179946  0.69586194
 -0.40706116 -0.9593943  -0.76470095 -0.5126609 ]"
722,"[ 1.091001    1.8499944  -0.9140092  -0.75554806  0.81285745  0.61150926
 -0.42029208 -0.9107749  -0.61573887 -0.748999  ]"
