,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
24,-0.8426347,1.7302262,-0.9933834,8.5664426e-05,0.9088237,-0.38860232,-0.90519255,-0.7152342,1.4012214,-0.19531085,0.84804404,2.2775772,-0.7114894,0.666314,-0.7475009,-0.26172772,-0.419009,-0.03240358,-0.9271858,-0.69261867,APN
25,-0.8459174,1.734307,-0.9872593,0.00215248,0.9085027,-0.3927431,-0.9030902,-0.7192903,1.3970718,-0.19373381,0.8814394,2.2845595,-0.73189336,0.61810327,-0.69313335,-0.21490139,-0.44171706,-0.06971203,-0.9317287,-0.7010174,APN
26,-0.845696,1.7347726,-0.9869921,-1.2078971e-05,0.90947735,-0.3919857,-0.9053996,-0.7159803,1.3964742,-0.19465709,0.847436,2.278521,-0.71604526,0.6641429,-0.743393,-0.26381573,-0.41596198,-0.03159987,-0.93024904,-0.6890358,APN
27,-0.84583604,1.7357259,-0.98266697,0.002587257,0.9073687,-0.39799786,-0.9029767,-0.7193774,1.3977561,-0.19458391,0.8710823,2.2851772,-0.7244357,0.6295562,-0.704646,-0.2311863,-0.43587345,-0.06047502,-0.93137294,-0.69782573,APN
28,-0.84588873,1.7354541,-0.9839298,0.0038345421,0.90796304,-0.39568877,-0.9032955,-0.72010034,1.3967848,-0.19513337,0.843263,2.284055,-0.71826905,0.6595098,-0.7436349,-0.27022588,-0.4122189,-0.03282223,-0.9244574,-0.68520004,APN
29,-0.84699875,1.7338895,-0.9847811,0.006748987,0.9062356,-0.395699,-0.903197,-0.7198194,1.3987682,-0.19514735,0.8395761,2.2899785,-0.7233894,0.6482865,-0.7388072,-0.25938854,-0.41593674,-0.03410628,-0.9261863,-0.680027,APN
30,-0.8460315,1.7339355,-0.9859565,0.0053524654,0.90736395,-0.3953089,-0.9033172,-0.7196603,1.3979689,-0.19434673,0.8611613,2.2824113,-0.7238326,0.6462963,-0.72595567,-0.2502007,-0.42300466,-0.04882768,-0.9260683,-0.6919785,APN
31,-0.8455002,1.735028,-0.98474324,0.0026387335,0.90751195,-0.39725116,-0.9022901,-0.7193152,1.3980259,-0.1941045,0.85834545,2.2731457,-0.7178489,0.667319,-0.7395506,-0.26143718,-0.42477903,-0.036156308,-0.92733085,-0.6917072,APN
32,-0.8475243,1.732151,-0.9900556,0.010249965,0.9071857,-0.39175266,-0.9047269,-0.71836114,1.39722,-0.19438593,0.8197982,2.2708814,-0.7003058,0.69910455,-0.7896719,-0.30159894,-0.39199027,0.0026050622,-0.9258423,-0.68298,APN
33,-0.84670806,1.7349708,-0.9887901,-0.003108038,0.91020334,-0.39067408,-0.9024341,-0.7165803,1.3960807,-0.19296087,0.87331426,2.2813292,-0.72201616,0.6338302,-0.71288824,-0.23657314,-0.43251076,-0.05368207,-0.92926216,-0.7015409,APN
34,-0.8472027,1.7345767,-0.98244244,0.005211343,0.9067949,-0.39728892,-0.90489346,-0.71914953,1.3980817,-0.19368769,0.8252555,2.274244,-0.69973654,0.6925367,-0.783114,-0.29654506,-0.39959666,-0.0076318863,-0.92084503,-0.68456703,APN
35,-0.8469089,1.7326236,-0.98886883,0.0059566363,0.90691304,-0.3919942,-0.9037732,-0.71830815,1.3986403,-0.19428031,0.80610406,2.258208,-0.69046116,0.73639375,-0.8332019,-0.35110378,-0.36648467,0.022236656,-0.9102228,-0.6714685,APN
36,-0.84513694,1.7347091,-0.98564935,0.0040130625,0.90781105,-0.3969118,-0.9020054,-0.7196735,1.3977848,-0.1949396,0.83953494,2.278551,-0.71092314,0.673784,-0.75128514,-0.2730934,-0.41642833,-0.026326252,-0.9266499,-0.6871638,APN
37,-0.84556675,1.7349399,-0.9846954,0.0038164456,0.9078585,-0.3960021,-0.9033483,-0.7201116,1.3971679,-0.194059,0.8286814,2.2877886,-0.7323205,0.66686386,-0.75500226,-0.27771822,-0.39048302,-0.03531394,-0.91750956,-0.674986,APN
38,-0.84798205,1.7345959,-0.9866548,0.0019505087,0.90867513,-0.3943629,-0.90298706,-0.7173801,1.3965522,-0.19240727,0.8470267,2.278592,-0.7183619,0.66909105,-0.75273037,-0.27270383,-0.41264498,-0.034962416,-0.92222196,-0.6810839,APN
39,-0.8465735,1.7329476,-0.9868672,0.0074144867,0.9062659,-0.395191,-0.9037662,-0.7184686,1.3991967,-0.19495873,0.7839675,2.2646768,-0.68506414,0.73997694,-0.8415438,-0.35266536,-0.36882585,0.03356684,-0.91184956,-0.6622373,APN
40,-0.8457723,1.7358766,-0.9824432,0.0038173709,0.9075334,-0.3980833,-0.90329415,-0.72068924,1.3968577,-0.1938045,0.86654246,2.2747571,-0.709601,0.6566046,-0.72729,-0.25371224,-0.43178105,-0.044113953,-0.9329133,-0.69849277,APN
41,-0.8468769,1.7338884,-0.9860899,0.0054595233,0.90740055,-0.3931847,-0.9043769,-0.71932924,1.3974785,-0.19436866,0.84972453,2.2731116,-0.7060716,0.67531824,-0.74684095,-0.26891336,-0.42610025,-0.028717628,-0.9316253,-0.68988544,APN
42,-0.84441406,1.7355539,-0.98513895,-0.0006305388,0.90865695,-0.39729702,-0.9009787,-0.72032315,1.3974876,-0.1929157,0.8891979,2.288171,-0.73398745,0.604498,-0.6735,-0.20756355,-0.4495185,-0.08116758,-0.93129796,-0.704832,APN
43,-0.8462754,1.7342002,-0.9860337,0.007229018,0.906528,-0.39479488,-0.90375423,-0.71994287,1.3976287,-0.19478464,0.8637958,2.2916644,-0.72209597,0.62511146,-0.70708424,-0.2354683,-0.43141443,-0.06119719,-0.92805433,-0.6952572,APN
44,-0.846003,1.7333771,-0.9864978,0.00641212,0.9073526,-0.39468223,-0.90450305,-0.71945417,1.397881,-0.1938823,0.8483785,2.2869253,-0.71201813,0.6478643,-0.7283342,-0.24838328,-0.42663792,-0.0438326,-0.93197066,-0.6919924,APN
45,-0.84498304,1.7354147,-0.9838804,0.0006274376,0.9084622,-0.39740676,-0.90163165,-0.72098905,1.3975059,-0.19312018,0.8698599,2.2868602,-0.72841257,0.62618583,-0.70488876,-0.23210153,-0.4338931,-0.058225743,-0.9301458,-0.6952391,APN
46,-0.8468967,1.7346694,-0.9849175,0.003968605,0.9078836,-0.3954456,-0.9040664,-0.7189703,1.3969308,-0.19315694,0.7633,2.2608054,-0.682704,0.757543,-0.8685201,-0.37285092,-0.35392082,0.05349278,-0.90577364,-0.6513715,APN
47,-0.835459,1.7327676,-1.0137279,0.15102662,0.81633574,-0.3953936,-0.8947045,-0.76537967,1.4130006,-0.20846675,0.8680878,2.2852597,-0.7256374,0.6371871,-0.7204375,-0.24267349,-0.4270847,-0.062770344,-0.9243494,-0.6875831,NOT
48,-0.8364889,1.7341425,-1.0136694,0.14998229,0.8172511,-0.39702302,-0.8933475,-0.7655616,1.4109566,-0.20624128,0.8475846,2.2858357,-0.7241895,0.65469563,-0.7419335,-0.2658313,-0.41383153,-0.042264145,-0.9208586,-0.6792076,NOT
49,-0.8347228,1.7341685,-1.013111,0.15100604,0.8165209,-0.39611724,-0.8928231,-0.7679177,1.4116385,-0.20864196,0.858326,2.2815316,-0.7215852,0.6535135,-0.73959297,-0.2629003,-0.41735548,-0.04476211,-0.91829616,-0.6888787,NOT
50,-0.8390812,1.7368484,-0.99556524,0.035548177,0.87256074,-0.4062014,-0.8869691,-0.73334527,1.4132231,-0.1970169,0.8557015,2.2861123,-0.73177445,0.6516924,-0.7412288,-0.26713768,-0.41092435,-0.05426078,-0.9114028,-0.676778,CA1
51,-0.847191,1.7341752,-0.9927463,0.061412923,0.8690688,-0.3977191,-0.8973458,-0.7369289,1.4083349,-0.20106108,0.8588438,2.2760217,-0.7196807,0.668015,-0.7572697,-0.2730332,-0.41286469,-0.04659784,-0.9145669,-0.67886865,CA1
52,-0.8444744,1.7332951,-0.99685425,0.05299833,0.87211907,-0.39731926,-0.89560765,-0.73466223,1.4093257,-0.1988198,0.84805864,2.283114,-0.7255223,0.66077346,-0.7524662,-0.27058035,-0.41047,-0.04007691,-0.9128606,-0.6799691,CA1
53,-0.84624034,1.7284535,-1.0058954,0.06179678,0.8709635,-0.38782954,-0.8976159,-0.73650855,1.4089339,-0.19605811,0.53036,2.040376,-0.5087057,1.1107695,-1.2112503,-0.6514502,-0.22543949,0.31907904,-0.8314908,-0.5722485,CA1
54,-0.84829557,1.7316514,-0.99752873,0.06548174,0.8687616,-0.3979495,-0.89600533,-0.73591125,1.408988,-0.19919236,0.83110464,2.2684917,-0.7144055,0.70684403,-0.7939194,-0.31621706,-0.39049238,-0.015656509,-0.9076299,-0.66811985,CA1
55,-0.84862393,1.7324501,-0.9957175,0.063343555,0.869571,-0.39786994,-0.89613074,-0.7376266,1.4079877,-0.19738413,0.84351754,2.278998,-0.71900815,0.67641413,-0.76462567,-0.2869866,-0.4063908,-0.03556435,-0.91243726,-0.6739165,CA1
56,-0.8471814,1.7326392,-0.99582624,0.06354416,0.8696905,-0.3988231,-0.8952597,-0.7384072,1.4081753,-0.19855176,0.8453623,2.2764246,-0.7222069,0.677423,-0.76369315,-0.28113073,-0.41005492,-0.03230046,-0.91227806,-0.6775452,CA1
57,-0.8483503,1.7325028,-0.9938763,0.065978415,0.86823124,-0.39917547,-0.8967665,-0.7377281,1.4089332,-0.19975057,0.8592483,2.276667,-0.7275623,0.66722745,-0.7562072,-0.28231996,-0.40333351,-0.04527181,-0.9084047,-0.6800437,CA1
58,-0.84658766,1.7324132,-0.9929582,0.06749875,0.8671606,-0.40279108,-0.8961352,-0.73938036,1.4099294,-0.19914947,0.85605395,2.2866077,-0.73083687,0.6490694,-0.7433596,-0.26656035,-0.41126284,-0.052975103,-0.913234,-0.6735025,CA1
59,-0.84631526,1.731362,-0.9928517,0.07211232,0.86687696,-0.40058494,-0.8982323,-0.7409742,1.409601,-0.2009936,0.68387413,2.210954,-0.64583695,0.87361765,-1.0016277,-0.48362854,-0.2900327,0.129134,-0.87197363,-0.60448104,CA1
60,-0.84832644,1.7327023,-0.99445707,0.06510621,0.8691242,-0.4006602,-0.8962477,-0.73813516,1.4078685,-0.1969748,0.84526736,2.2766337,-0.719596,0.67822075,-0.767881,-0.28690165,-0.4071786,-0.033495147,-0.9141234,-0.67094636,CA1
61,-0.8475067,1.7329398,-0.99588513,0.0625803,0.8692511,-0.39521858,-0.89683247,-0.73778594,1.4080732,-0.19961521,0.8655698,2.278382,-0.72187746,0.6543521,-0.73854584,-0.2551644,-0.4217891,-0.05255911,-0.9178256,-0.6905428,CA1
62,-0.84789884,1.73215,-0.9951305,0.06555644,0.8685316,-0.399577,-0.8970152,-0.7371824,1.408814,-0.19824874,0.84924513,2.273268,-0.7228534,0.67961425,-0.77381593,-0.29528686,-0.3961439,-0.02878386,-0.90751344,-0.67772996,CA1
63,-0.8483114,1.7312485,-0.9968069,0.06855542,0.868498,-0.39883363,-0.8974034,-0.7369698,1.40842,-0.1983973,-1.0114516,-0.4341918,0.5529732,1.3226124,-1.4469126,-1.3267864,0.6748986,1.1234001,0.1916035,0.35385498,CA1
64,-0.8470969,1.7332113,-0.9951382,0.064414926,0.86958575,-0.39987943,-0.8954882,-0.7385832,1.4075,-0.19852613,0.8413786,2.2801201,-0.72409654,0.67476,-0.77013326,-0.29271996,-0.39633474,-0.033132654,-0.90949607,-0.6703473,CA1
65,-0.8456919,1.732134,-0.99423814,0.068488754,0.8666981,-0.4029471,-0.89516425,-0.7387552,1.4107438,-0.20126753,0.8648113,2.2819378,-0.72764474,0.64849627,-0.73024213,-0.25414366,-0.4220792,-0.053996306,-0.91422325,-0.6929173,CA1
66,-0.8472848,1.7325714,-0.9951952,0.06453629,0.86906284,-0.3986978,-0.89680976,-0.73853534,1.4080828,-0.19772932,0.75438523,2.2348602,-0.65396726,0.81044614,-0.92397386,-0.41353035,-0.34651613,0.06880743,-0.88981855,-0.64069283,CA1
67,-0.84833956,1.7302345,-0.9969878,0.072585136,0.8673331,-0.39623383,-0.8990752,-0.7386829,1.4086531,-0.19948584,0.85290366,2.2825615,-0.7306964,0.6585222,-0.7521173,-0.27168438,-0.40752068,-0.044368837,-0.91026807,-0.6773314,CA1
68,-0.8478035,1.731624,-0.99533826,0.06557603,0.8682888,-0.39816755,-0.8965619,-0.7384806,1.409476,-0.19861253,0.79369813,2.2582314,-0.70304966,0.7452129,-0.857207,-0.3670697,-0.34854692,0.026275499,-0.8995651,-0.6479789,CA1
69,-0.84806514,1.7327368,-0.99352694,0.066314764,0.86890656,-0.39968207,-0.89721686,-0.73901784,1.4077444,-0.19819427,0.8446547,2.2699103,-0.71149355,0.69354135,-0.78378445,-0.30718544,-0.39824912,-0.025431715,-0.908483,-0.67347735,CA1
70,-0.8468933,1.7334146,-0.9911559,0.061381463,0.86899996,-0.4039722,-0.89480406,-0.738442,1.410015,-0.19854309,0.85430694,2.281409,-0.728859,0.66124755,-0.75178117,-0.2777366,-0.404245,-0.045091357,-0.90914595,-0.68010473,CA1
71,-0.84822935,1.7334893,-0.9963,0.06102524,0.87019485,-0.39407906,-0.8978561,-0.7349965,1.4071656,-0.20041402,0.8634453,2.2722201,-0.7245223,0.67120695,-0.75200754,-0.27207074,-0.41531518,-0.046157174,-0.9145654,-0.68223363,CA1
72,-0.8469924,1.731956,-0.9949232,0.06870618,0.86775273,-0.4015166,-0.8957675,-0.73875934,1.4092801,-0.19973536,0.8594803,2.2739327,-0.7207855,0.6692553,-0.7547734,-0.27327886,-0.41090217,-0.041902307,-0.91559255,-0.68543303,CA1
73,-0.8469189,1.732632,-0.99408776,0.06562834,0.8679246,-0.40210563,-0.89481485,-0.7388927,1.4095999,-0.19896482,0.85541785,2.281372,-0.73320043,0.6601068,-0.7516253,-0.28079575,-0.40025258,-0.0467614,-0.91287774,-0.6713842,CA1
74,-0.84689385,1.7316881,-0.9993392,0.06591441,0.86866677,-0.391946,-0.8968278,-0.7376635,1.4083873,-0.20198438,0.8389609,2.2719028,-0.7166523,0.6916842,-0.77907073,-0.30156866,-0.39840618,-0.020524388,-0.9100554,-0.67626935,CA1
75,-0.8480238,1.7304487,-0.99771374,0.06924723,0.8672074,-0.39777467,-0.89703095,-0.7374045,1.4099343,-0.19889031,0.83452666,2.2629287,-0.7085548,0.7113102,-0.8053518,-0.31922314,-0.38646472,-0.010911081,-0.9101402,-0.6681195,CA1
76,-0.84708434,1.7316794,-0.99550116,0.07013352,0.8677016,-0.39993653,-0.8970065,-0.73984945,1.4083792,-0.19851512,0.82167464,2.2673173,-0.703608,0.7143887,-0.8102879,-0.32470086,-0.38531816,-0.004988739,-0.90708417,-0.66739374,CA1
77,-0.8484701,1.7319176,-0.9954663,0.06860922,0.8682968,-0.3992045,-0.8972753,-0.738002,1.4080056,-0.19841146,0.85320073,2.2802577,-0.73243743,0.6649149,-0.7502662,-0.27697015,-0.40647325,-0.045723077,-0.91257876,-0.67392373,CA1
78,-0.8490662,1.7323694,-0.9948006,0.06503857,0.8676113,-0.3947612,-0.8991587,-0.73587006,1.4090376,-0.2003999,0.85216093,2.2823577,-0.7247946,0.66209316,-0.754361,-0.27702498,-0.4080161,-0.04662333,-0.9136188,-0.6721737,CA1
79,-0.84729946,1.7334696,-0.9928058,0.064651966,0.86795026,-0.4020847,-0.8954891,-0.7384771,1.4090673,-0.19898382,0.8683959,2.2827532,-0.73208106,0.6445506,-0.73555624,-0.25328958,-0.4189323,-0.06036505,-0.912669,-0.6828075,CA1
80,-0.8457418,1.7333395,-0.99378914,0.060542103,0.8694786,-0.4015777,-0.8942768,-0.7384311,1.4096227,-0.19916685,0.85534376,2.277135,-0.7150752,0.668876,-0.76411265,-0.28825775,-0.40239555,-0.039690007,-0.9119007,-0.67992294,CA1
81,-0.846024,1.7341204,-0.9910889,0.062391743,0.868225,-0.40199298,-0.8948424,-0.7398199,1.4096714,-0.20064117,0.84777176,2.2766898,-0.7258263,0.67474395,-0.76847523,-0.2813198,-0.40730545,-0.035110552,-0.91097975,-0.6701888,CA1
82,-0.84572244,1.7321697,-0.9956896,0.06646318,0.86806315,-0.39719173,-0.8973548,-0.7392069,1.4090201,-0.2005507,0.8456966,2.2824366,-0.72099197,0.66691166,-0.7563282,-0.27654886,-0.41044825,-0.04119293,-0.91454285,-0.6749926,CA1
83,-0.8476676,1.7315114,-0.9985435,0.060803447,0.87010294,-0.39657962,-0.8954093,-0.73534,1.4093944,-0.19827269,0.8498413,2.279626,-0.7240856,0.6690509,-0.75808215,-0.2814041,-0.40735322,-0.0399724,-0.9109907,-0.6766316,CA1
84,-0.84645385,1.7326066,-0.9974468,0.061235562,0.87096244,-0.39813212,-0.89587975,-0.73769283,1.4072871,-0.1964867,0.8691508,2.277879,-0.7284115,0.6556036,-0.74746716,-0.27605388,-0.4094938,-0.052302636,-0.9123568,-0.6765467,CA1
85,-0.84788924,1.7318538,-0.9969618,0.06644592,0.86899424,-0.39749712,-0.8967723,-0.7373041,1.4081342,-0.1990038,0.8540274,2.284805,-0.73047227,0.6554529,-0.7470076,-0.269605,-0.4103532,-0.050279077,-0.90919375,-0.677374,CA1
86,-0.8482247,1.733911,-0.993781,0.060271084,0.87000716,-0.3968262,-0.8974796,-0.73600596,1.4076463,-0.19951904,0.8609644,2.2854905,-0.73020816,0.6485014,-0.7300267,-0.25145143,-0.42781377,-0.06133877,-0.9152892,-0.678828,CA1
87,-0.84744793,1.7320617,-0.99564946,0.065255746,0.8676568,-0.4005773,-0.89470845,-0.73785555,1.4101236,-0.19885916,0.8249201,2.270726,-0.7118455,0.70325583,-0.8057083,-0.31737104,-0.3776602,-0.011054531,-0.90732163,-0.66794133,CA1
88,-0.84743524,1.7315117,-0.9963502,0.068063036,0.86834794,-0.39981064,-0.8962645,-0.7378235,1.4089524,-0.19919139,0.8526285,2.2772882,-0.7219503,0.673303,-0.76012707,-0.28544754,-0.40639767,-0.042113643,-0.9090303,-0.67815274,CA1
89,-0.84679306,1.7315907,-0.99440104,0.06584408,0.8675279,-0.39818433,-0.89727306,-0.7389652,1.4103737,-0.199719,0.86734146,2.2842774,-0.7321204,0.6424303,-0.73372465,-0.2580129,-0.41530076,-0.05892345,-0.9134254,-0.6825412,CA1
90,-0.8465367,1.7323936,-0.99376714,0.06665141,0.8680678,-0.40075085,-0.8960095,-0.73954725,1.4093683,-0.19986871,0.8374908,2.2765682,-0.71787995,0.6889219,-0.77957016,-0.3076849,-0.39283967,-0.02984406,-0.90526897,-0.6698925,CA1
91,-0.84623855,1.7305455,-1.0000802,0.067750804,0.8686924,-0.39692727,-0.89538676,-0.7383485,1.4091256,-0.1991325,0.83958656,2.27978,-0.7178685,0.6767253,-0.7748974,-0.28881207,-0.39993054,-0.031595737,-0.90694565,-0.6760417,CA1
92,-0.8485014,1.7322927,-0.9957267,0.06645041,0.8688758,-0.39382127,-0.89862746,-0.73761934,1.4075872,-0.2009096,0.8704409,2.2725632,-0.7256109,0.663918,-0.74655265,-0.26663905,-0.4135135,-0.052650362,-0.91313267,-0.6888222,CA1
93,-0.8471048,1.7324055,-0.9953028,0.06457649,0.8684236,-0.4002893,-0.8950612,-0.7372506,1.409709,-0.20010541,0.83768183,2.2709754,-0.7186425,0.69171524,-0.7851236,-0.29499528,-0.39516595,-0.019930527,-0.91059417,-0.675919,CA1
94,-0.8487152,1.7308401,-0.99963534,0.06769252,0.86936647,-0.39340496,-0.89842314,-0.7365341,1.4072748,-0.19846125,0.85109615,2.2831593,-0.7269041,0.66157055,-0.7473061,-0.2698747,-0.4135753,-0.04773899,-0.9122637,-0.6781636,CA1
95,-0.84805715,1.7335557,-0.9925219,0.06211038,0.86912173,-0.40066624,-0.89553994,-0.7376798,1.4088589,-0.19918211,0.87588453,2.2829063,-0.7389211,0.6397288,-0.71783155,-0.24787602,-0.42604685,-0.07095557,-0.91592973,-0.680959,CA1
96,-0.84886324,1.7312477,-0.9962219,0.067329146,0.8676656,-0.39712867,-0.89725375,-0.736846,1.4095618,-0.19949117,0.84610754,2.2775736,-0.7216263,0.6749107,-0.76252186,-0.28340185,-0.40704274,-0.034069978,-0.9132279,-0.67670166,CA1
97,-0.79805654,1.737632,-1.010781,0.053121228,0.8575959,-0.41010958,-0.88954175,-0.7500158,1.4204098,-0.21025448,0.85415477,2.272185,-0.7225161,0.68044597,-0.76739943,-0.29233518,-0.40047276,-0.03683853,-0.9094158,-0.6778084,CA1
98,-0.84752023,1.7328578,-0.99297094,0.06522832,0.8680682,-0.40147611,-0.89583594,-0.73867613,1.4093183,-0.1989925,0.867697,2.2840974,-0.7268737,0.63947207,-0.7255664,-0.24753793,-0.42299387,-0.05781455,-0.9190851,-0.69139355,CA1
99,-0.84805286,1.7307031,-0.99772525,0.069401965,0.8673408,-0.3956901,-0.89813423,-0.73693925,1.4094294,-0.20033324,-1.0160742,-0.84583765,0.5799724,1.2018623,-1.3467542,-1.2800831,0.76918757,0.9841396,0.4314793,0.5221075,CA1
100,-0.8465198,1.7331029,-0.99382657,0.06359683,0.86874425,-0.40222135,-0.8947242,-0.7381776,1.4093777,-0.19935186,0.8595799,2.2849193,-0.7347761,0.64996403,-0.73995024,-0.2643421,-0.4108776,-0.055192787,-0.90795636,-0.6813686,CA1
