,embeddings
388,"[-0.0585962  -0.22886518  0.75089777 -0.968328   -1.4565352   0.56487876
  0.11430261  0.85246027 -1.2290576   1.6588436   1.1954484   1.8141592
 -0.879629   -0.712879    0.79755974  0.55980563 -0.40430552 -0.86789906
 -0.71114206 -0.7911182 ]"
389,"[-0.3418835   0.34314957 -1.0634246  -0.3821824   2.0108943  -0.25063396
 -0.17104308 -1.0212623   1.4194313  -0.5430453   1.0445023   1.9214622
 -0.8744522  -0.7370996   0.7135365   0.66273236 -0.45632383 -0.8641807
 -0.78034496 -0.62983274]"
390,"[-0.51944226 -0.2602496   1.2209467  -0.82700735 -0.9954197  -0.9356308
 -0.10220411  2.0386975  -0.24715604  0.62746555  0.8831121   1.9759952
 -0.8009677  -0.69716567  0.79689735  0.7027815  -0.6776473  -0.8137619
 -0.69435716 -0.674887  ]"
391,"[-0.16374202 -0.23888363  0.99113065 -0.9338205  -1.3155811  -0.1083392
  0.12164073  1.2037048  -1.1486483   1.5925376   0.96422666  1.9320769
 -0.8316953  -0.71851337  0.7391162   0.7453644  -0.6665535  -0.8292264
 -0.7161707  -0.61862427]"
392,"[-0.23588307 -0.18852518  0.97667843 -0.35292357 -1.8328656   1.6669353
 -0.7307577   0.6046139  -0.58150136  0.67422783  1.017242    1.9105154
 -0.82975423 -0.7678885   0.79059947  0.6504962  -0.51547885 -0.8721502
 -0.743269   -0.64031214]"
393,"[-0.23540121 -0.22632656  1.1759037  -0.9441194  -1.1919285  -0.4193454
  0.1325083   1.3568517  -1.069503    1.4213605   0.35355014  1.9911593
 -0.9085818  -0.6984417   0.73223     1.1500791  -0.6782525  -0.76325625
 -0.6127024  -0.56578386]"
394,"[-0.15640602 -0.23143868  0.95232105 -1.0026078  -1.2463131  -0.2163497
  0.20447463  1.1390624  -1.1205125   1.6777694   1.2828984   1.6955568
 -0.8986152  -0.6567407   0.77171546  0.6669332  -0.39006278 -0.89496803
 -0.74385357 -0.8328635 ]"
395,"[-0.38541737 -0.22230996 -0.23078306  2.7480462   0.22632758 -0.6139318
 -0.24665798 -0.2329665  -0.2860357  -0.7562715  -0.9716828  -0.9795674
  1.4324223   1.1582419  -0.9821557  -0.97162855 -0.10345121  1.3341527
  0.0361344   0.04753386]"
396,"[-0.251876   -0.22349793  1.1707739  -0.9048915  -1.1618692  -0.5731925
  0.12069377  1.3864863  -1.0032015   1.4405738  -0.99481773 -0.90444636
  1.4331561   1.1239128  -1.0053841  -0.9964701  -0.09574997  1.3635825
  0.0351035   0.04111308]"
397,"[-0.2326579  -0.20746852  1.0709656  -0.9967575  -1.2012236  -1.0020913
  0.05815213  1.7423248  -0.31584904  1.0846062  -0.7896089  -1.29262
  1.4901611   1.4940804  -0.67947364 -0.5952581  -0.24318376  1.1105788
 -0.1426903  -0.35198578]"
398,"[-0.20475142 -0.22251575  1.0170176  -0.9720679  -1.1180145  -0.7089279
  0.22834842  1.3490415  -0.9300791   1.5619491  -0.9092802  -1.2209529
  1.4862006   1.3189447  -0.8585054  -0.774095   -0.17287406  1.1691414
 -0.03155172 -0.00702745]"
399,"[-0.18128446 -0.23121877  0.9737544  -1.0016787  -1.1539996  -0.5287959
  0.24104993  1.2317336  -1.0096899   1.6601294   1.1642097   1.7829839
 -0.87694174 -0.7433789   0.7607848   0.70867896 -0.43269002 -0.88109356
 -0.75534797 -0.72720605]"
400,"[-0.22386454 -0.2232295   1.0325241  -0.97511894 -1.1270177  -0.6749563
  0.20466179  1.3247935  -0.92211854  1.5843261   1.1622239   1.7994616
 -0.89868945 -0.7165134   0.7140901   0.72135293 -0.41362038 -0.89386743
 -0.7746477  -0.69978935]"
401,"[-0.11013049 -0.23526444  0.7583456  -1.0176349  -1.2763414   0.08879124
  0.24483353  0.8510798  -1.1779798   1.8743012  -0.99322236 -0.96259534
  1.451074    1.244195   -0.9481342  -0.8915133  -0.13274111  1.3107044
 -0.0172221  -0.06054483]"
402,"[-0.14280814 -0.22877276  1.0133952  -1.0208299  -1.2187071  -0.3273672
  0.20746662  1.1604122  -1.0853863   1.6425973   0.933073    1.9727683
 -0.8288356  -0.7074371   0.7800677   0.66277206 -0.59323126 -0.8165149
 -0.7021434  -0.7005186 ]"
403,"[-0.22515972 -0.05263989 -0.36470297 -0.0113165  -0.9797905   2.0574028
 -0.73298055 -1.2748302   0.4730316   1.1109854   1.0479493   1.9625543
 -0.86924165 -0.61458087  0.76504874  0.53459334 -0.52212316 -0.80968237
 -0.7270699  -0.76744664]"
404,"[-0.10609218 -0.24023938  0.8911949  -0.98601055 -1.3643913   0.43382984
  0.15586366  0.8780459  -1.2909805   1.6287799   1.2978542   1.6897024
 -0.94149727 -0.72867346  0.78880674  0.63767207 -0.39922595 -0.8906979
 -0.67921615 -0.7747244 ]"
405,"[-0.18778114 -0.23169298  1.240357   -0.79424864 -1.4809767   0.33556816
 -0.11598553  1.1583444  -1.2022984   1.2787131   0.9376967   1.9578303
 -0.84181607 -0.70185375  0.8098881   0.6552305  -0.6680452  -0.8138722
 -0.69265616 -0.64240277]"
406,"[-0.17532198 -0.22367913  1.0106488  -1.0283176  -1.1766587  -0.5586432
  0.22208937  1.3208141  -0.953325    1.5623927   1.1743754   1.5968347
 -0.8817085  -0.88227487  0.8686277   0.8002625  -0.2562179  -1.0374653
 -0.7976728  -0.58476067]"
407,"[-0.2608443  -0.19271241  1.3391004  -0.8166622  -1.2533873  -0.7586724
 -0.22225617  2.0374432  -0.13521184  0.2632032   1.1039181   1.7114093
 -0.9257986  -0.79610854  0.9392071   0.71257615 -0.7473208  -0.8744034
 -0.65528834 -0.4681913 ]"
408,"[-0.32958966  0.33583015 -1.040489   -0.3764049   2.080015   -0.25615108
 -0.15830386 -1.0154979   1.3333616  -0.5727702   1.0543046   1.8916426
 -0.83141476 -0.7400451   0.7858921   0.6481097  -0.50632554 -0.84795916
 -0.7072741  -0.7469298 ]"
409,"[ 0.3545132  -0.1472751  -0.8563096  -0.95594704 -0.87332046  0.09052039
  0.6643912  -0.79262084  0.2092783   2.3067696   1.0825257   1.2841475
 -1.0042568  -0.9560028   1.0410997   1.0488291  -0.6424243  -1.0236752
 -0.7807907  -0.04945201]"
410,"[ 0.2726595   0.12159793 -0.12624505 -0.6706722  -0.1703382  -1.2262112
  0.38502938 -0.44754028  2.485045   -0.62332475  1.0792643   1.9519225
 -0.95985436 -0.58456004  0.65899885  0.5147418  -0.21434739 -0.9183732
 -0.82085854 -0.70693326]"
411,"[-0.33871645 -0.23744951  1.0706135  -0.90362    -1.055331   -0.913663
  0.14242917  1.6306634  -0.7111773   1.3162524   1.1459061   1.9140475
 -0.94077224 -0.6909816   0.73618364  0.49093193 -0.40151095 -0.8693952
 -0.72742486 -0.6569836 ]"
412,"[-0.5899701  -0.27928627  1.1241566  -0.8242201  -0.9997364  -0.9589984
 -0.06738517  1.941061   -0.27503714  0.9294158   1.2884083   1.7143588
 -0.93153626 -0.69750226  0.70816797  0.6701336  -0.31581247 -0.91337794
 -0.72528833 -0.7975516 ]"
413,"[-0.33428022 -0.16840604  1.1540393  -0.6814808  -1.8105246   0.5858564
 -0.71766514  1.6838651   0.3029767  -0.01438172  1.0883881   1.8255328
 -0.8382511  -0.7219818   0.8593729   0.65113544 -0.54513395 -0.83896786
 -0.7354709  -0.7446233 ]"
414,"[-0.11632849 -0.24342155  0.9178341  -0.9735355  -1.3255345   0.15586506
  0.17081226  0.95431703 -1.2379949   1.6979862   1.0235318   1.9411898
 -0.89237654 -0.7298114   0.73583305  0.64234805 -0.60999787 -0.839651
 -0.7256107  -0.5454549 ]"
415,"[ 0.43393356 -0.18358555 -0.8193585  -0.8667019  -0.76753974  0.7786804
  0.58919203 -0.9196547  -0.431496    2.1865308  -0.6792211  -1.4358044
  1.6170716   1.2200177  -0.7486371  -0.8032516  -0.18232623  1.0624012
  0.02431531 -0.0745656 ]"
416,"[-0.08860437 -0.32119352 -0.05133523 -1.1542408  -1.1726362  -1.156113
  0.49175128  1.244726    0.54957235  1.6580745  -0.7980762  -1.4332551
  1.3644028   1.5412885  -0.7022796  -0.6044578  -0.21853068  1.0683632
 -0.09599835 -0.1214569 ]"
417,"[-0.204605   -0.22306183  1.2866739  -0.8648026  -1.44652     0.0611783
 -0.08020366  1.3782152  -1.071149    1.1642745   0.9651408   1.9345628
 -0.8361254  -0.7132017   0.7757359   0.7047074  -0.65021247 -0.814638
 -0.6984998  -0.66746897]"
418,"[-0.3030878  -0.22058173  1.2393435  -0.869918   -1.2065707  -0.46293104
  0.03124655  1.3026209  -0.99579567  1.4856741   1.2081759   1.8673344
 -0.9068007  -0.6519261   0.71760327  0.5319376  -0.43185273 -0.8363734
 -0.7488193  -0.7492789 ]"
419,"[-0.41859394 -0.22317535  1.5673105  -0.6142783  -1.4072478  -0.16257535
 -0.35078278  1.5349154  -0.8150224   0.8894492   1.0770417   1.8894433
 -0.86437744 -0.73565274  0.7688803   0.638499   -0.4971174  -0.8308622
 -0.7162498  -0.72960395]"
420,"[-0.21614526 -0.22483057  1.060301   -0.9552547  -1.1591645  -0.52179056
  0.18629798  1.2257373  -1.0261074   1.6309566   0.8950528   1.9814943
 -0.8190836  -0.68783396  0.77264935  0.7037971  -0.6704182  -0.8023073
 -0.68301487 -0.69033563]"
421,"[-0.34726277 -0.22564629  1.4704872  -0.73269254 -1.3494076  -0.35716477
 -0.21076626  1.636298   -0.79404145  0.91019654  1.1978337   1.817855
 -0.91031384 -0.7448704   0.6951971   0.6449313  -0.37063274 -0.9174571
 -0.72997415 -0.68256867]"
422,"[-0.17348015 -0.2209595   0.9006503  -1.0303754  -1.1751311  -0.41558117
  0.24199054  1.1840774  -1.0334146   1.7222232  -0.6874036  -1.5453011
  0.92633164  1.9844974  -0.16926001  0.37505308 -0.44090208  0.5658277
 -0.23015058 -0.77869236]"
423,"[-2.87376821e-01 -2.12218627e-01  1.15442777e+00 -9.20558453e-01
 -1.08601391e+00 -8.87949824e-01  1.15370095e-01  1.61815381e+00
 -7.38009572e-01  1.24417663e+00 -1.00418901e+00 -9.27666724e-01
  1.46030867e+00  1.16577303e+00 -9.82290030e-01 -9.41327155e-01
 -1.16239935e-01  1.33222687e+00  1.34104965e-02 -6.37762741e-06]"
424,"[-0.18595164 -0.21500406  1.0245457  -1.0079128  -1.2173908  -0.32076228
  0.17504962  1.1674758  -1.0714335   1.6513847  -0.8616277  -1.2045254
  1.1717012   1.7510059  -0.7159799  -0.6771625  -0.20108859  1.1224104
 -0.08657576 -0.29815766]"
425,"[-0.59971    -0.2599972   1.2315077  -0.75850284 -0.9361898  -0.920292
 -0.22396103  2.147427    0.01034164  0.30937672  1.1699069   1.9068483
 -0.9021012  -0.70662946  0.75496435  0.4666246  -0.43126267 -0.81990343
 -0.6906644  -0.74778324]"
426,"[-6.7387325e-01 -3.8556591e-01  1.0112689e+00 -8.0253494e-01
 -9.1290283e-01 -1.0102819e+00 -2.6394961e-02  2.0914698e+00
  6.4669730e-04  7.0816827e-01  1.0592748e+00  1.9228336e+00
 -8.9059901e-01 -7.4919856e-01  7.8960931e-01  5.6869292e-01
 -5.1638407e-01 -8.4407181e-01 -7.0299739e-01 -6.3715971e-01]"
427,"[-0.30150828 -0.2246273   0.9802405  -0.6529807  -1.7508802   0.8437419
 -0.41092864  0.85713786 -0.80426615  1.4640716   1.0080085   1.9069108
 -0.8120212  -0.6872952   0.81962097  0.65144974 -0.5750771  -0.8422279
 -0.7273034  -0.7420652 ]"
428,"[-0.15138172 -0.23783551  1.0068358  -0.9459711  -1.316848    0.06256028
  0.12797564  1.0209665  -1.2186188   1.6523173   1.2881333   1.7471942
 -0.941229   -0.7218599   0.7418496   0.5757899  -0.3364156  -0.92941684
 -0.7761063  -0.64793867]"
429,"[-0.51374555 -0.28607664  1.0883542  -0.8754583  -1.022407   -0.9811809
  0.00542535  1.9545918  -0.26614153  0.8966389   0.9406978   1.8767924
 -0.8020882  -0.72694445  0.8040878   0.80537134 -0.6027592  -0.8309897
 -0.73001724 -0.73415023]"
430,"[ 0.00820548 -0.18659572  0.512691   -0.77033895 -1.5488163   1.6593523
 -0.14945675  0.19453777 -1.0550005   1.3354213   1.3050548   1.7275643
 -0.9817691  -0.7932691   0.7379459   0.56363285 -0.29455957 -0.9414045
 -0.7269014  -0.59629476]"
431,"[-0.20702174 -0.22897464  1.0749531  -0.9793589  -1.2006865  -0.37193072
  0.17032078  1.253869   -1.0764542   1.5652841   1.1595986   1.9500506
 -0.956419   -0.6474179   0.73926723  0.42551616 -0.62953055 -0.7416438
 -0.6327593  -0.6666618 ]"
432,"[-0.2537889   0.27927315 -0.7954734  -0.36683366  0.64980996 -0.4278706
 -0.14626184 -0.86428773  2.5220263  -0.59659314  1.1046495   1.847432
 -0.89212716 -0.7570327   0.7922133   0.6495697  -0.50444496 -0.85801905
 -0.7247059  -0.6575354 ]"
433,"[-0.22143252 -0.22040123  1.101601   -1.0065874  -1.3022367  -0.25999144
  0.09670483  1.2962722  -0.9848224   1.5008944   1.2624823   1.4581932
 -0.9111391  -0.82031864  1.0828869   0.74657243 -0.5847949  -0.8848119
 -0.59763914 -0.7514319 ]"
434,"[-0.22520307 -0.21846803  1.1521819  -0.74666756 -1.4838979   0.623622
 -0.15864398  0.79310495 -1.2348788   1.4988508   1.255647    1.6986293
 -0.8965333  -0.76721805  0.7810361   0.6998763  -0.40638378 -0.8920094
 -0.7340936  -0.7389506 ]"
435,"[-0.12976146 -0.24266143  0.88547605 -0.97656643 -1.3163743   0.22548349
  0.17700669  0.8705634  -1.2441125   1.7509471   0.93067604  1.896048
 -0.8368136  -0.6842094   0.8837285   0.7008825  -0.6804354  -0.8061187
 -0.6934421  -0.71031654]"
436,"[-0.33307135  0.37352827 -0.9966171  -0.33494002  1.3773278  -0.26058772
 -0.27200916 -0.99986094  2.05722    -0.6109895   1.227588    1.7865268
 -0.8992679  -0.73478365  0.7980759   0.555339   -0.37862843 -0.8710899
 -0.69441086 -0.7893474 ]"
437,"[-0.2493041  -0.20829186  1.2016639  -0.94525266 -1.1021274  -0.7973131
  0.13674822  1.4994764  -0.84752333  1.3119242   1.2568785   1.7775682
 -0.90001416 -0.6647015   0.7768807   0.5698459  -0.4478912  -0.8643124
 -0.7261043  -0.7781495 ]"
438,"[-0.12955298 -0.23866224  0.8601177  -1.0236837  -1.2559402  -0.06064885
  0.23802811  0.9710497  -1.1557381   1.7950307   1.3153473   1.7337291
 -0.948605   -0.76955223  0.70549536  0.6169707  -0.42256418 -0.92086977
 -0.72227806 -0.5876728 ]"
439,"[-0.33133462 -0.21535812  1.1806984  -0.8994802  -1.0658119  -0.90757537
  0.08306453  1.6230015  -0.7077961   1.2405919   0.93458027  1.8808153
 -0.85431    -0.7338618   0.83826685  0.76590794 -0.64694124 -0.83625877
 -0.72260344 -0.6255962 ]"
440,"[-0.5819294  -0.28712183  1.0438877  -0.711062   -0.75827974 -0.8519611
 -0.22412711  2.133621    0.84379077 -0.60681796  1.422989    1.6640548
 -1.0095037  -0.7667546   0.73983896  0.44490117 -0.19414942 -0.94950736
 -0.69439757 -0.6574709 ]"
441,"[-0.33373153 -0.22324531  1.1501206  -0.741538   -1.4548151   0.49847195
 -0.1507514   0.81996715 -1.1626844   1.5982056  -0.99961513 -0.85809475
  1.4437543   1.0734609  -1.02466    -1.0325673  -0.08206836  1.3782859
  0.05363033  0.04787403]"
442,"[-0.35481992 -0.2637018   0.92699385 -0.7137997  -1.6096917   0.5937044
 -0.22717768  0.8754243  -0.9125702   1.6856401  -0.99853915 -0.8997854
  1.4314201   1.1064633  -1.0139016  -1.0114315  -0.08869539  1.361914
  0.04995301  0.06260224]"
443,"[-0.33898097  0.29454753 -0.9711004  -0.32643148  2.3719318  -0.19598675
 -0.14006703 -0.9537178   0.8786758  -0.6188707  -0.91511333 -1.1078587
  1.4071357   1.4223018  -0.8309638  -0.756135   -0.1828935   1.2598345
 -0.09585992 -0.20044798]"
444,"[-0.20011076 -0.23453636  1.101216   -0.9218921  -1.2381473  -0.44369692
  0.13277811  1.3595209  -1.0320832   1.4769522   1.1598368   1.832702
 -0.86099    -0.6811568   0.746866    0.64366394 -0.44540977 -0.8652524
 -0.74653965 -0.78372085]"
445,"[-0.1479953  -0.24048913  1.0233444  -0.953065   -1.3036767  -0.01460322
  0.14608385  1.0654279  -1.2049285   1.6299018   0.96928585  1.9175802
 -0.8287489  -0.7540006   0.7327609   0.7591112  -0.53635937 -0.8630737
 -0.75777334 -0.6387828 ]"
446,"[-0.22881058 -0.23197038  1.1927446  -0.8846175  -1.366811   -0.08268766
 -0.0099914   1.4251162  -1.0823033   1.2693307  -1.0133934  -0.9455207
  1.4575735   1.211923   -0.9661332  -0.90682805 -0.12131444  1.3095067
 -0.0045949  -0.0212183 ]"
447,"[ 0.08518048 -0.49230522 -0.6797224  -1.0795637  -0.9434868  -1.1457037
  0.7562188   1.098216    1.560687    0.84047973  1.0653819   1.7950385
 -0.85979575 -0.7264954   0.7821316   0.78864145 -0.44940445 -0.9235241
 -0.77988505 -0.69208896]"
448,"[-0.24763429  0.23163243 -0.9587347  -0.274804    1.5008024  -0.45007175
 -0.04315919 -0.9371814   1.9788182  -0.7996675   1.282716    1.7288074
 -0.98212373 -0.9072356   0.7213176   0.6008398  -0.37570277 -0.9512841
 -0.6739947  -0.44333962]"
449,"[-0.12035912 -0.2337608   0.930659   -0.9939446  -1.3247207   0.06898638
  0.17358772  1.0367899  -1.2012793   1.6640419   1.252078    1.8027838
 -0.8698014  -0.6700154   0.72485906  0.5957942  -0.46849513 -0.8607537
 -0.7274906  -0.7789593 ]"
450,"[-0.1840004  -0.24176833  0.9742079  -0.88881046 -1.3383195   0.2095959
  0.10150816  0.93389624 -1.2591438   1.6928343   1.0749563   1.8412279
 -0.8706181  -0.77698225  0.78265744  0.7106425  -0.5285526  -0.872472
 -0.7458547  -0.61500496]"
451,"[-0.14411148 -0.24140899  1.0538745  -0.9594507  -1.3048916  -0.01169685
  0.13829091  1.0634933  -1.2031709   1.6090727   1.0136844   1.8817817
 -0.8246401  -0.73532414  0.7869394   0.7224801  -0.541547   -0.83838755
 -0.7394851  -0.72550195]"
452,"[-0.23233807 -0.20987847  1.1996019  -0.935482   -1.1857357  -0.5143471
  0.11043257  1.3942896  -1.0156239   1.3890809   1.0566112   1.8861266
 -0.8481983  -0.7082889   0.8128019   0.62382525 -0.5010313  -0.84301156
 -0.7380133  -0.74082166]"
453,"[-0.19686806 -0.2309657   1.0170401  -0.9764509  -1.1831667  -0.42086178
  0.19997986  1.1797732  -1.0588332   1.6703523   1.4247544   1.2970903
 -0.9679021  -0.88329643  1.0025412   0.8085213  -0.48909783 -0.9382737
 -0.6797642  -0.57457334]"
454,"[ 0.49853456  0.09624447  0.3550558  -0.6883885  -0.4458251  -1.9654905
  0.32876864  0.31971905  1.921793   -0.42041165  1.1886529   1.795628
 -0.87897706 -0.7197971   0.827421    0.58677447 -0.47563684 -0.85903704
 -0.6784008  -0.7866279 ]"
455,"[-0.2988659  -0.08498146  0.8170122  -0.5640788  -0.9202629  -0.64037776
 -0.6362469   1.7072868   1.564976   -0.9444618   1.0107669   1.9389385
 -0.9355025  -0.7199179   0.80676824  0.574142   -0.6894233  -0.82394415
 -0.6697869  -0.4920405 ]"
456,"[-0.02404111 -0.10575546 -0.11012436 -0.02844072 -1.4839174   2.4163249
 -0.7360169  -0.45527175  0.11085053  0.4163933   1.0969871   1.828501
 -0.89678574 -0.72144055  0.7909058   0.6851645  -0.45630658 -0.8710183
 -0.78568643 -0.67032   ]"
457,"[-0.1779591  -0.2309476   1.0259763  -0.96281034 -1.286496   -0.13098527
  0.14023699  1.2277247  -1.1547835   1.5500432   1.2574542   1.7966713
 -0.92140925 -0.71057695  0.76463324  0.51920563 -0.35481012 -0.8773534
 -0.7154243  -0.75839055]"
458,"[-0.16539477 -0.23224036  0.903526   -1.0092549  -1.158066   -0.75438994
  0.2647363   1.4208971  -0.82190126  1.5520883   1.076956    1.8832378
 -0.8680465  -0.7014956   0.8025142   0.5965236  -0.4392014  -0.86300486
 -0.69829345 -0.7891906 ]"
459,"[-0.22223589 -0.2301416   1.0250957  -0.9413758  -1.2379225  -0.23571375
  0.14628293  1.1608169  -1.1217397   1.6569333   1.2662396   1.755768
 -0.90968    -0.69446415  0.73812044  0.6179387  -0.3700514  -0.89068764
 -0.7225142  -0.7906698 ]"
460,"[-0.40218687  0.31267297 -1.1526129  -0.49190158  2.1856387   0.16810386
 -0.06047872 -1.0929016   0.9824557  -0.44878954  1.1223079   1.7165948
 -0.9481836  -0.8914573   0.7935316   0.7767231  -0.51489466 -0.9640712
 -0.7424908  -0.3480597 ]"
461,"[-0.18543102 -0.23725586  1.0267942  -0.98348486 -1.2516402  -0.13842708
  0.17088468  1.096173   -1.1532663   1.6556541   1.3454027   1.4719901
 -0.9729673  -0.8117395   0.9299796   0.76535183 -0.47630295 -0.9272989
 -0.70182174 -0.6225939 ]"
462,"[-0.16295287 -0.22848569  0.8998953  -1.0265143  -1.1656123  -0.47290373
  0.27263987  1.1969298  -1.022596    1.7095996  -1.0120933  -0.8283393
  1.4116943   1.0560043  -1.0438191  -1.059243   -0.06992056  1.3978877
  0.06966064  0.07816824]"
463,"[-0.26301533 -0.03773557  0.39772245 -0.6532432  -0.8079095  -0.67424023
 -0.62748027  1.2875912   2.1444354  -0.7661246  -0.9852956  -0.88461214
  1.4356517   1.0829669  -1.0150247  -1.0276275  -0.0839688   1.3838083
  0.05177509  0.04232667]"
464,"[-0.33888912  0.33633977 -1.0510389  -0.36952347  2.041348   -0.25204507
 -0.17444016 -1.0179312   1.3857851  -0.5596049   1.1952338   1.7565823
 -0.8876712  -0.7157622   0.7610861   0.69731104 -0.38491353 -0.91299576
 -0.7547518  -0.7541179 ]"
465,"[-0.276637   -0.22298735  1.0596272  -0.9131536  -1.073554   -0.9006986
  0.17203583  1.5871263  -0.7749588   1.3431998   0.9974885   1.8445644
 -0.9618783  -0.8537499   0.8016869   0.689636   -0.6750409  -0.92526245
 -0.6795819  -0.23786235]"
466,"[-0.0847484   0.2611133  -0.8506102  -0.19833343  1.2304766  -0.57738876
  0.11547298 -0.8602215   2.078384   -1.1141447   0.9632445   1.9202361
 -0.85270953 -0.74509835  0.7318226   0.76303273 -0.5867721  -0.85501
 -0.7509849  -0.5877611 ]"
467,"[-0.68343854 -0.27519527  1.2950245  -0.8248354  -0.9544708  -1.0255272
 -0.20198362  1.9469707   0.21369044  0.5097653   1.1080312   1.7937566
 -0.8623822  -0.72480994  0.8205252   0.7025097  -0.44062465 -0.8786104
 -0.75823057 -0.76016486]"
468,"[-0.15783119 -0.23993911  0.9854722  -0.9538271  -1.3119684   0.04001492
  0.1414766   1.0288056  -1.2023884   1.6701853   0.87751585  1.9625816
 -0.8438201  -0.74586767  0.81361085  0.69990176 -0.676317   -0.8404509
 -0.71469104 -0.5324634 ]"
469,"[-0.3270795  -0.21094358  1.4454958  -0.73519385 -1.1857573  -0.6993166
 -0.13224596  1.7790661  -0.7215813   0.7875561   0.85773814  1.9714606
 -0.8943025  -0.76760525  0.7909662   0.68108463 -0.7316227  -0.8546026
 -0.7252868  -0.32782957]"
470,"[-0.14923926 -0.22620636  1.0756048  -0.990747   -1.3122034  -0.03475975
  0.12836269  1.1824427  -1.1776978   1.5044427   0.9742672   1.8500552
 -0.8916117  -0.76113665  0.82989794  0.7581422  -0.73565763 -0.86354005
 -0.702911   -0.4575056 ]"
