,0,1,2,3,4,5,6,7,8,9,label
0,0.8837281,2.2926395,-0.7402913,0.5965143,-0.672505,-0.20133528,-0.44524089,-0.080419436,-0.9348097,-0.69827926,MB
1,0.88552964,2.2911434,-0.7370539,0.5955963,-0.66391677,-0.19216704,-0.45297083,-0.08184216,-0.93840975,-0.7059101,MB
2,0.87642294,2.290962,-0.7278722,0.6120615,-0.6833558,-0.21899158,-0.44320074,-0.070565455,-0.9301013,-0.7053596,MB
3,0.8529926,2.2824347,-0.7194673,0.6535177,-0.7326376,-0.25832215,-0.42184883,-0.0404532,-0.9285611,-0.68765545,MB
4,0.8012197,2.2780747,-0.6968123,0.70405364,-0.80392313,-0.322811,-0.38268238,0.0093151275,-0.91924506,-0.6671883,MB
5,0.8216673,2.2773063,-0.6959399,0.690029,-0.7889455,-0.30684435,-0.38903725,-0.007392754,-0.920684,-0.68015814,MB
6,0.88754714,2.2902634,-0.73048383,0.59729755,-0.6673,-0.1973497,-0.4516105,-0.082407266,-0.9392046,-0.7067521,MB
7,0.8844963,2.2950168,-0.7391959,0.5887715,-0.65679294,-0.1903541,-0.4546342,-0.08430388,-0.9363047,-0.7066992,MB
8,0.88049716,2.287594,-0.7284197,0.61503094,-0.6893349,-0.21957976,-0.44457272,-0.07001376,-0.9305454,-0.7006568,MB
9,0.8752354,2.2900133,-0.7292734,0.61068374,-0.679824,-0.2065855,-0.44792846,-0.06988562,-0.9349499,-0.7074847,MB
10,0.86859727,2.2917557,-0.7332335,0.6142142,-0.68895125,-0.22104375,-0.4389482,-0.06227031,-0.9371073,-0.6930123,MB
11,0.8789876,2.2876647,-0.72871256,0.6142976,-0.6895367,-0.21511799,-0.43772432,-0.07283538,-0.93474585,-0.70227695,MB
12,0.892993,2.294862,-0.7337138,0.5814553,-0.6525251,-0.18215148,-0.460601,-0.09491162,-0.936575,-0.7088317,MB
13,0.8910439,2.294466,-0.73845875,0.5815569,-0.6532201,-0.18482168,-0.4566641,-0.08773313,-0.9368894,-0.7092812,MB
14,0.8536202,2.282544,-0.7133262,0.6551463,-0.7386426,-0.25875524,-0.4206258,-0.045897335,-0.92763954,-0.68642443,APN
15,0.8499384,2.2810004,-0.7147104,0.6598319,-0.7397869,-0.26836774,-0.42094967,-0.033882298,-0.9285969,-0.6844768,APN
16,0.8616587,2.2857432,-0.7259568,0.636098,-0.7037241,-0.23271735,-0.4384902,-0.0514607,-0.9310178,-0.70013374,APN
17,0.85090667,2.274771,-0.7101711,0.6695609,-0.751932,-0.27306122,-0.40811658,-0.031772062,-0.92985564,-0.6903306,APN
